level_2,level_5,dataset_type,ay,dev,Expr1
N06K1,LC,PAID,2008,84,57044057.51
N06K1,LC,PAID,2008,96,56015625.45
N06K1,LC,PAID,2008,108,56118318.12
N06K1,LC,PAID,2009,12,5995379.135
N06K1,LC,PAID,2009,24,28851964.36
N06K1,LC,PAID,2009,36,43785943.03
N06K1,LC,PAID,2009,48,46696356.11
N06K1,LC,PAID,2009,60,51459501.76
N06K1,LC,PAID,2009,72,51866078.94
N06K1,LC,PAID,2009,84,52233906.74
N06K1,LC,PAID,2009,96,53096071.14
N06K1,LC,PAID,2010,12,18742058.9
N06K1,LC,PAID,2010,24,33795004.9
N06K1,LC,PAID,2010,36,40501842.59
N06K1,LC,PAID,2010,48,43565409.82
N06K1,LC,PAID,2010,60,43621278.39
N06K1,LC,PAID,2010,72,42803225.82
N06K1,LC,PAID,2010,84,43397064.27
N06K1,LC,PAID,2011,12,21825135.2
N06K1,LC,PAID,2011,24,51903171.28
N06K1,LC,PAID,2011,36,64731208.75
N06K1,LC,PAID,2011,48,64814282.65
N06K1,LC,PAID,2011,60,64899136.05
N06K1,LC,PAID,2011,72,66489398.66
N06K1,LC,PAID,2012,12,12919031.24
N06K1,LC,PAID,2012,24,30962064.74
N06K1,LC,PAID,2012,36,35421736.3
N06K1,LC,PAID,2012,48,36576285.93
N06K1,LC,PAID,2012,60,36774882.64
N06K1,LC,PAID,2013,12,4400702.349
N06K1,LC,PAID,2013,24,22504833.78
N06K1,LC,PAID,2013,36,27174055.27
N06K1,LC,PAID,2013,48,30233926.01
N06K1,LC,PAID,2014,12,1419602.26
N06K1,LC,PAID,2014,24,11298263.57
N06K1,LC,PAID,2014,36,14292854.55
N06K1,LC,PAID,2015,12,3307690.142
N06K1,LC,PAID,2015,24,19847173.7
N06K1,LC,PAID,2016,12,7186718.933
N07K1,ATT,CASE,1995,180,3509621.31
N07K1,ATT,CASE,1995,192,2718183.18
N07K1,ATT,CASE,1995,204,2301840.29
N07K1,ATT,CASE,1995,216,1956989.11
N07K1,ATT,CASE,1995,228,2548078.91
N07K1,ATT,CASE,1995,240,2864805.29
N07K1,ATT,CASE,1995,252,2107259.11
N07K1,ATT,CASE,1995,264,2177736.27
N07K1,ATT,CASE,1996,168,745431.89
N07K1,ATT,CASE,1996,180,592268.2
N07K1,ATT,CASE,1996,192,574885.87
N07K1,ATT,CASE,1996,204,517184.52
N07K1,ATT,CASE,1996,216,402019.26
N07K1,ATT,CASE,1996,228,369788.64
N07K1,ATT,CASE,1996,240,303857.76
N07K1,ATT,CASE,1996,252,306608.1898
N07K1,ATT,CASE,1997,156,644274.58
N07K1,ATT,CASE,1997,168,329777.81
N07K1,ATT,CASE,1997,180,79466.55
N07K1,ATT,CASE,1997,192,91223.04
N07K1,ATT,CASE,1997,204,107455.37
N07K1,ATT,CASE,1997,216,253285.95
N07K1,ATT,CASE,1997,228,94746.7
N07K1,ATT,CASE,1997,240,94733.0901
N07K1,ATT,CASE,1998,144,1025247.28
N07K1,ATT,CASE,1998,156,339511.59
N07K1,ATT,CASE,1998,168,341883.07
N07K1,ATT,CASE,1998,180,159208.7099
N07K1,ATT,CASE,1998,192,127608.5099
N07K1,ATT,CASE,1998,204,128638.2599
N07K1,ATT,CASE,1998,216,6181.98
N07K1,ATT,CASE,1998,228,2224.7
N07K1,ATT,CASE,1999,132,395304.37
N07K1,ATT,CASE,1999,144,366611.32
N07K1,ATT,CASE,1999,156,707910.11
N07K1,ATT,CASE,1999,168,602603.31
N07K1,ATT,CASE,1999,180,2175600.94
N07K1,ATT,CASE,1999,192,3248960.03
N07K1,ATT,CASE,1999,204,4731100.62
N07K1,ATT,CASE,1999,216,4384881.65
N07K1,ATT,CASE,2000,120,1844743.242
N07K1,ATT,CASE,2000,132,1266936.274
N07K1,ATT,CASE,2000,144,1063520.114
N07K1,ATT,CASE,2000,156,707596.3787
N07K1,ATT,CASE,2000,168,269572.5806
N07K1,ATT,CASE,2000,180,53803.07015
N07K1,ATT,CASE,2000,192,67895.2099
N07K1,ATT,CASE,2000,204,58800
N07K1,ATT,CASE,2001,108,1948842.92
N07K1,ATT,CASE,2001,120,1403667.33
N07K1,ATT,CASE,2001,132,896061.45
N07K1,ATT,CASE,2001,144,509479.29
N07K1,ATT,CASE,2001,156,463425.31
N07K1,ATT,CASE,2001,168,246790.24
N07K1,ATT,CASE,2001,180,6096.3899
N07K1,ATT,CASE,2001,192,16072.6899
N07K1,ATT,CASE,2002,96,2878132.44
N07K1,ATT,CASE,2002,108,1966256.11
N07K1,ATT,CASE,2002,120,1761444.41
N07K1,ATT,CASE,2002,132,1303892.84
N07K1,ATT,CASE,2002,144,875834.0199
N07K1,ATT,CASE,2002,156,1036951.86
N07K1,ATT,CASE,2002,168,584188.9399
N07K1,ATT,CASE,2002,180,550308.08
N07K1,ATT,CASE,2003,84,3850367.87
N07K1,ATT,CASE,2003,96,2249990.04
N07K1,ATT,CASE,2003,108,1850897.13
N07K1,ATT,CASE,2003,120,1404746.88
N07K1,ATT,CASE,2003,132,828410.1
N07K1,ATT,CASE,2003,144,558481.9299
N07K1,ATT,CASE,2003,156,260589.8099
N07K1,ATT,CASE,2003,168,204107.8
N07K1,ATT,CASE,2004,72,6676277.46
N07K1,ATT,CASE,2004,84,4408214.69
N07K1,ATT,CASE,2004,96,2794102.17
N07K1,ATT,CASE,2004,108,2161100.15
N07K1,ATT,CASE,2004,120,2260707.72
N07K1,ATT,CASE,2004,132,1298102.78
N07K1,ATT,CASE,2004,144,426005.5999
N07K1,ATT,CASE,2004,156,82507.7201
N07K1,ATT,CASE,2005,60,7026418.98
N07K1,ATT,CASE,2005,72,5246755.04
N07K1,ATT,CASE,2005,84,3974284.96
N07K1,ATT,CASE,2005,96,2819427.17
N07K1,ATT,CASE,2005,108,2550498
N07K1,ATT,CASE,2005,120,1863385.05
N07K1,ATT,CASE,2005,132,1115762.01
N07K1,ATT,CASE,2005,144,1043068.45
N07K1,ATT,CASE,2006,48,13273475.14
N07K1,ATT,CASE,2006,60,9405356.84
N07K1,ATT,CASE,2006,72,7558038.59
N07K1,ATT,CASE,2006,84,4615595.68
N07K1,ATT,CASE,2006,96,3974240.53
N07K1,ATT,CASE,2006,108,2717183.96
N07K1,ATT,CASE,2006,120,2202914.22
N07K1,ATT,CASE,2006,132,935280.3799
N07K1,ATT,CASE,2007,36,12343588.48
N07K1,ATT,CASE,2007,48,8676845.54
N07K1,ATT,CASE,2007,60,5879249.34
N07K1,ATT,CASE,2007,72,4802385.17
N07K1,ATT,CASE,2007,84,4691012.6
N07K1,ATT,CASE,2007,96,3159959.03
N07K1,ATT,CASE,2007,108,1890221.03
N07K1,ATT,CASE,2007,120,2210381.6
N07K1,ATT,CASE,2008,24,22099471.33
N07K1,ATT,CASE,2008,36,15096051.84
N07K1,ATT,CASE,2008,48,13360465.01
N07K1,ATT,CASE,2008,60,9854509.93
N07K1,ATT,CASE,2008,72,7651258.83
N07K1,ATT,CASE,2008,84,6196843.61
N07K1,ATT,CASE,2008,96,3141758.46
N07K1,ATT,CASE,2008,108,2509764.82
N07K1,ATT,CASE,2009,12,15309795.28
N07K1,ATT,CASE,2009,24,18946685.88
N07K1,ATT,CASE,2009,36,16403069.07
N07K1,ATT,CASE,2009,48,14453083.63
N07K1,ATT,CASE,2009,60,11575939.21
N07K1,ATT,CASE,2009,72,9220572.56
N07K1,ATT,CASE,2009,84,6451691.51
N07K1,ATT,CASE,2009,96,4392345.06
N07K1,ATT,CASE,2010,12,15791851.64
N07K1,ATT,CASE,2010,24,19080411.07
N07K1,ATT,CASE,2010,36,13473328.93
N07K1,ATT,CASE,2010,48,11695999.64
N07K1,ATT,CASE,2010,60,9667429.95
N07K1,ATT,CASE,2010,72,7239989.72
N07K1,ATT,CASE,2010,84,5342267.9
N07K1,ATT,CASE,2011,12,16564754.46
N07K1,ATT,CASE,2011,24,20607725.64
N07K1,ATT,CASE,2011,36,16525533.81
N07K1,ATT,CASE,2011,48,12846991.89
N07K1,ATT,CASE,2011,60,9480561.56
N07K1,ATT,CASE,2011,72,6506752.95
N07K1,ATT,CASE,2012,12,11447306.64
N07K1,ATT,CASE,2012,24,15517255.91
N07K1,ATT,CASE,2012,36,13648867.75
N07K1,ATT,CASE,2012,48,11411387.56
N07K1,ATT,CASE,2012,60,11975756.95
N07K1,ATT,CASE,2013,12,14951809.92
N07K1,ATT,CASE,2013,24,14488459.88
N07K1,ATT,CASE,2013,36,12199940.19
N07K1,ATT,CASE,2013,48,8946653.894
N07K1,ATT,CASE,2014,12,9188029.374
N07K1,ATT,CASE,2014,24,15344171.18
N07K1,ATT,CASE,2014,36,13043045.78
N07K1,ATT,CASE,2015,12,12571388.73
N07K1,ATT,CASE,2015,24,13985092.23
N07K1,ATT,CASE,2016,12,10081036.14
N07K1,ATT,PAID,1995,180,11844573.88
N07K1,ATT,PAID,1995,192,11927731.94
N07K1,ATT,PAID,1995,204,12377134.37
N07K1,ATT,PAID,1995,216,12507571.7
N07K1,ATT,PAID,1995,228,12458329.15
N07K1,ATT,PAID,1995,240,12515918.08
N07K1,ATT,PAID,1995,252,12554286
N07K1,ATT,PAID,1995,264,12698799.89
N07K1,ATT,PAID,1996,168,5202290.98
N07K1,ATT,PAID,1996,180,5203885.08
N07K1,ATT,PAID,1996,192,5219451.59
N07K1,ATT,PAID,1996,204,5220705.84
N07K1,ATT,PAID,1996,216,5227709.83
N07K1,ATT,PAID,1996,228,5261787.62
N07K1,ATT,PAID,1996,240,5253780.09
N07K1,ATT,PAID,1996,252,5258271.51
N07K1,ATT,PAID,1997,156,6882262.745
N07K1,ATT,PAID,1997,168,6890146.085
N07K1,ATT,PAID,1997,180,6899228.545
N07K1,ATT,PAID,1997,192,6908060.775
N07K1,ATT,PAID,1997,204,6919486.485
N07K1,ATT,PAID,1997,216,6920961.555
N07K1,ATT,PAID,1997,228,7030902.585
N07K1,ATT,PAID,1997,240,7030903.525
N07K1,ATT,PAID,1998,144,7643969.51
N07K1,ATT,PAID,1998,156,7447724.71
N07K1,ATT,PAID,1998,168,7892906.51
N07K1,ATT,PAID,1998,180,7895384.52
N07K1,ATT,PAID,1998,192,7895384.52
N07K1,ATT,PAID,1998,204,7899679.92
N07K1,ATT,PAID,1998,216,7899679.92
N07K1,ATT,PAID,1998,228,7899817.74
N07K1,ATT,PAID,1999,132,8345735.7
N07K1,ATT,PAID,1999,144,8351052.3
N07K1,ATT,PAID,1999,156,8497816.92
N07K1,ATT,PAID,1999,168,8517439.83
N07K1,ATT,PAID,1999,180,8618900.39
N07K1,ATT,PAID,1999,192,8629643.94
N07K1,ATT,PAID,1999,204,8661263.95
N07K1,ATT,PAID,1999,216,8714769.53
N07K1,ATT,PAID,2000,120,11502015.6
N07K1,ATT,PAID,2000,132,11591142.12
N07K1,ATT,PAID,2000,144,11643087.5
N07K1,ATT,PAID,2000,156,11653638.41
N07K1,ATT,PAID,2000,168,11742986.11
N07K1,ATT,PAID,2000,180,11750889.81
N07K1,ATT,PAID,2000,192,11989955.92
N07K1,ATT,PAID,2000,204,11991865.66
N07K1,ATT,PAID,2001,108,6981986.424
N07K1,ATT,PAID,2001,120,7025151.404
N07K1,ATT,PAID,2001,132,7285974.294
N07K1,ATT,PAID,2001,144,7471655.954
N07K1,ATT,PAID,2001,156,7519046.984
N07K1,ATT,PAID,2001,168,7557543.104
N07K1,ATT,PAID,2001,180,8057464.014
N07K1,ATT,PAID,2001,192,8057464.014
N07K1,ATT,PAID,2002,96,9478189.151
N07K1,ATT,PAID,2002,108,9936679.501
N07K1,ATT,PAID,2002,120,10051706.38
N07K1,ATT,PAID,2002,132,10212729.26
N07K1,ATT,PAID,2002,144,10560662.96
N07K1,ATT,PAID,2002,156,10595921.4
N07K1,ATT,PAID,2002,168,10648255.21
N07K1,ATT,PAID,2002,180,10668606.43
N07K1,ATT,PAID,2003,84,7656021.465
N07K1,ATT,PAID,2003,96,7896017.435
N07K1,ATT,PAID,2003,108,8508188.975
N07K1,ATT,PAID,2003,120,8723540.395
N07K1,ATT,PAID,2003,132,8804617.045
N07K1,ATT,PAID,2003,144,8787129.545
N07K1,ATT,PAID,2003,156,8849073.205
N07K1,ATT,PAID,2003,168,9309665.725
N07K1,ATT,PAID,2004,72,7871699.374
N07K1,ATT,PAID,2004,84,8013592.214
N07K1,ATT,PAID,2004,96,8751267.734
N07K1,ATT,PAID,2004,108,9260253.944
N07K1,ATT,PAID,2004,120,9529183.184
N07K1,ATT,PAID,2004,132,9664041.344
N07K1,ATT,PAID,2004,144,10278123.87
N07K1,ATT,PAID,2004,156,9852092.594
N07K1,ATT,PAID,2005,60,8904889.663
N07K1,ATT,PAID,2005,72,9729778.913
N07K1,ATT,PAID,2005,84,10044482.16
N07K1,ATT,PAID,2005,96,10333047.59
N07K1,ATT,PAID,2005,108,9999605.37
N07K1,ATT,PAID,2005,120,10334559.32
N07K1,ATT,PAID,2005,132,10445496.25
N07K1,ATT,PAID,2005,144,10907847.98
N07K1,ATT,PAID,2006,48,10852920.49
N07K1,ATT,PAID,2006,60,11616402.15
N07K1,ATT,PAID,2006,72,12325184.6
N07K1,ATT,PAID,2006,84,15111757.99
N07K1,ATT,PAID,2006,96,13257771.07
N07K1,ATT,PAID,2006,108,13229407.72
N07K1,ATT,PAID,2006,120,13802542.3
N07K1,ATT,PAID,2006,132,14206929.24
N07K1,ATT,PAID,2007,36,7316195
N07K1,ATT,PAID,2007,48,9086960.86
N07K1,ATT,PAID,2007,60,9827259.09
N07K1,ATT,PAID,2007,72,11465525.7
N07K1,ATT,PAID,2007,84,12462769.97
N07K1,ATT,PAID,2007,96,12565322.41
N07K1,ATT,PAID,2007,108,13115624.42
N07K1,ATT,PAID,2007,120,14158890.5
N07K1,ATT,PAID,2008,24,5194383.615
N07K1,ATT,PAID,2008,36,7852465.295
N07K1,ATT,PAID,2008,48,9131713.622
N07K1,ATT,PAID,2008,60,12233527.89
N07K1,ATT,PAID,2008,72,13931133.95
N07K1,ATT,PAID,2008,84,14831677.68
N07K1,ATT,PAID,2008,96,16116765.69
N07K1,ATT,PAID,2008,108,17097319.78
N07K1,ATT,PAID,2009,12,1147098.602
N07K1,ATT,PAID,2009,24,4309138.895
N07K1,ATT,PAID,2009,36,6574633.503
N07K1,ATT,PAID,2009,48,10867436.33
N07K1,ATT,PAID,2009,60,12894988.84
N07K1,ATT,PAID,2009,72,14023897.43
N07K1,ATT,PAID,2009,84,15908524.2
N07K1,ATT,PAID,2009,96,16816495.11
N07K1,ATT,PAID,2010,12,1444153.03
N07K1,ATT,PAID,2010,24,4168281.061
N07K1,ATT,PAID,2010,36,8066007.758
N07K1,ATT,PAID,2010,48,9737553.788
N07K1,ATT,PAID,2010,60,11531285.85
N07K1,ATT,PAID,2010,72,12733427.6
N07K1,ATT,PAID,2010,84,14208203.68
N07K1,ATT,PAID,2011,12,1050606.517
N07K1,ATT,PAID,2011,24,5411795.053
N07K1,ATT,PAID,2011,36,9901675.012
N07K1,ATT,PAID,2011,48,12025040.36
N07K1,ATT,PAID,2011,60,13512963.64
N07K1,ATT,PAID,2011,72,16042093.1
N07K1,ATT,PAID,2012,12,1361742.68
N07K1,ATT,PAID,2012,24,6042108.726
N07K1,ATT,PAID,2012,36,9174489.059
N07K1,ATT,PAID,2012,48,12571240.27
N07K1,ATT,PAID,2012,60,14271852.52
N07K1,ATT,PAID,2013,12,1511336.18
N07K1,ATT,PAID,2013,24,7312143.502
N07K1,ATT,PAID,2013,36,11320293.25
N07K1,ATT,PAID,2013,48,13230807.15
N07K1,ATT,PAID,2014,12,1310066.555
N07K1,ATT,PAID,2014,24,5199411.628
N07K1,ATT,PAID,2014,36,9854715.545
N07K1,ATT,PAID,2015,12,1263065.62
N07K1,ATT,PAID,2015,24,5326369.536
N07K1,ATT,PAID,2016,12,775160.28
N07K1,LC,CASE,1995,180,2975985
N07K1,LC,CASE,1995,192,2976162
N07K1,LC,CASE,1995,204,2780967
N07K1,LC,CASE,1995,216,2720334
N07K1,LC,CASE,1995,228,3199039
N07K1,LC,CASE,1995,240,2775007
N07K1,LC,CASE,1995,252,2752105
N07K1,LC,CASE,1995,264,4237799
N07K1,LC,CASE,1996,168,1550228
N07K1,LC,CASE,1996,180,1549070
N07K1,LC,CASE,1996,192,508132
N07K1,LC,CASE,1996,204,0
N07K1,LC,CASE,1996,216,0
N07K1,LC,CASE,1996,228,0
N07K1,LC,CASE,1996,240,0
N07K1,LC,CASE,1996,252,0
N07K1,LC,CASE,1997,156,0
N07K1,LC,CASE,1997,168,0
N07K1,LC,CASE,1997,180,0
N07K1,LC,CASE,1997,192,0
N07K1,LC,CASE,1997,204,0
N07K1,LC,CASE,1997,216,0
N07K1,LC,CASE,1997,228,0
N07K1,LC,CASE,1997,240,0
N07K1,LC,CASE,1998,144,7460
N07K1,LC,CASE,1998,156,103977
N07K1,LC,CASE,1998,168,0
N07K1,LC,CASE,1998,180,0
N07K1,LC,CASE,1998,192,0
N07K1,LC,CASE,1998,204,0
N07K1,LC,CASE,1998,216,0
N07K1,LC,CASE,1998,228,0
N07K1,LC,CASE,1999,132,0
N07K1,LC,CASE,1999,144,0
N07K1,LC,CASE,1999,156,0
N07K1,LC,CASE,1999,168,0
N07K1,LC,CASE,1999,180,0
N07K1,LC,CASE,1999,192,0
N07K1,LC,CASE,1999,204,0
N07K1,LC,CASE,1999,216,0
N07K1,LC,CASE,2000,120,0
N07K1,LC,CASE,2000,132,0
N07K1,LC,CASE,2000,144,0
N07K1,LC,CASE,2000,156,0
N07K1,LC,CASE,2000,168,0
N07K1,LC,CASE,2000,180,0
N07K1,LC,CASE,2000,192,0
N07K1,LC,CASE,2000,204,0
N07K1,LC,CASE,2001,108,313580
N07K1,LC,CASE,2001,120,72919
N07K1,LC,CASE,2001,132,50412
N07K1,LC,CASE,2001,144,47167
N07K1,LC,CASE,2001,156,47199
N07K1,LC,CASE,2001,168,1786
N07K1,LC,CASE,2001,180,0
N07K1,LC,CASE,2001,192,0
N07K1,LC,CASE,2002,96,18194764
N07K1,LC,CASE,2002,108,14178756
N07K1,LC,CASE,2002,120,6783304
N07K1,LC,CASE,2002,132,6783194
N07K1,LC,CASE,2002,144,6782538
N07K1,LC,CASE,2002,156,6137455
N07K1,LC,CASE,2002,168,5965025
N07K1,LC,CASE,2002,180,5749820
N07K1,LC,CASE,2003,84,2616633
N07K1,LC,CASE,2003,96,2377870
N07K1,LC,CASE,2003,108,2327457
N07K1,LC,CASE,2003,120,1815330
N07K1,LC,CASE,2003,132,1312977
N07K1,LC,CASE,2003,144,1338907
N07K1,LC,CASE,2003,156,1329441
N07K1,LC,CASE,2003,168,491313
N07K1,LC,CASE,2004,72,691010
N07K1,LC,CASE,2004,84,1893957
N07K1,LC,CASE,2004,96,1577461
N07K1,LC,CASE,2004,108,1565113
N07K1,LC,CASE,2004,120,1564428
N07K1,LC,CASE,2004,132,2378029
N07K1,LC,CASE,2004,144,1286007
N07K1,LC,CASE,2004,156,1221589
N07K1,LC,CASE,2005,60,11162265
N07K1,LC,CASE,2005,72,10547492
N07K1,LC,CASE,2005,84,10519740
N07K1,LC,CASE,2005,96,5014276
N07K1,LC,CASE,2005,108,8329026
N07K1,LC,CASE,2005,120,8310932
N07K1,LC,CASE,2005,132,6241931
N07K1,LC,CASE,2005,144,3189980
N07K1,LC,CASE,2006,48,2422840
N07K1,LC,CASE,2006,60,2325023
N07K1,LC,CASE,2006,72,4758948
N07K1,LC,CASE,2006,84,3514807
N07K1,LC,CASE,2006,96,4056024
N07K1,LC,CASE,2006,108,2681435
N07K1,LC,CASE,2006,120,2003781
N07K1,LC,CASE,2006,132,2867181
N07K1,LC,CASE,2007,36,6766004
N07K1,LC,CASE,2007,48,4868025
N07K1,LC,CASE,2007,60,5354986
N07K1,LC,CASE,2007,72,2763227
N07K1,LC,CASE,2007,84,2196370
N07K1,LC,CASE,2007,96,2262914
N07K1,LC,CASE,2007,108,3011044
N07K1,LC,CASE,2007,120,1464925
N07K1,LC,CASE,2008,24,5246121
N07K1,LC,CASE,2008,36,7723468
N07K1,LC,CASE,2008,48,7710683
N07K1,LC,CASE,2008,60,6666810
N07K1,LC,CASE,2008,72,7447659
N07K1,LC,CASE,2008,84,7171333
N07K1,LC,CASE,2008,96,9668114
N07K1,LC,CASE,2008,108,9835861
N07K1,LC,CASE,2009,12,6993476
N07K1,LC,CASE,2009,24,13475780
N07K1,LC,CASE,2009,36,10624722
N07K1,LC,CASE,2009,48,8900753
N07K1,LC,CASE,2009,60,6844915
N07K1,LC,CASE,2009,72,7349989
N07K1,LC,CASE,2009,84,7320122
N07K1,LC,CASE,2009,96,12167733
N07K1,LC,CASE,2010,12,16369602
N07K1,LC,CASE,2010,24,22439255
N07K1,LC,CASE,2010,36,10201951
N07K1,LC,CASE,2010,48,8653638
N07K1,LC,CASE,2010,60,8904696
N07K1,LC,CASE,2010,72,9212350
N07K1,LC,CASE,2010,84,9119044
N07K1,LC,CASE,2011,12,2316228
N07K1,LC,CASE,2011,24,6879330
N07K1,LC,CASE,2011,36,6095304
N07K1,LC,CASE,2011,48,5622150
N07K1,LC,CASE,2011,60,11542346
N07K1,LC,CASE,2011,72,6455162
N07K1,LC,CASE,2012,12,4359159
N07K1,LC,CASE,2012,24,7249731
N07K1,LC,CASE,2012,36,5166185
N07K1,LC,CASE,2012,48,13543619
N07K1,LC,CASE,2012,60,10048207
N07K1,LC,CASE,2013,12,6323754
N07K1,LC,CASE,2013,24,10074334
N07K1,LC,CASE,2013,36,13637989
N07K1,LC,CASE,2013,48,10774053
N07K1,LC,CASE,2014,12,521554
N07K1,LC,CASE,2014,24,6764399
N07K1,LC,CASE,2014,36,6937348
N07K1,LC,CASE,2015,12,5022811
N07K1,LC,CASE,2015,24,10223746
N07K1,LC,CASE,2016,12,1320716
N07K1,LC,PAID,1995,180,11874707.11
N07K1,LC,PAID,1995,192,11866530.57
N07K1,LC,PAID,1995,204,11990954.48
N07K1,LC,PAID,1995,216,12012373.37
N07K1,LC,PAID,1995,228,12084373.52
N07K1,LC,PAID,1995,240,12508669
N07K1,LC,PAID,1995,252,12523008.55
N07K1,LC,PAID,1995,264,12537314.95
N07K1,LC,PAID,1996,168,9602024.32
N07K1,LC,PAID,1996,180,9613183.02
N07K1,LC,PAID,1996,192,10674119.93
N07K1,LC,PAID,1996,204,10664907.52
N07K1,LC,PAID,1996,216,10664907.52
N07K1,LC,PAID,1996,228,10664907.52
N07K1,LC,PAID,1996,240,10664907.52
N07K1,LC,PAID,1996,252,10664907.52
N07K1,LC,PAID,1997,156,6733492.75
N07K1,LC,PAID,1997,168,6733492.75
N07K1,LC,PAID,1997,180,6733492.75
N07K1,LC,PAID,1997,192,6733492.75
N07K1,LC,PAID,1997,204,6733492.75
N07K1,LC,PAID,1997,216,6733492.75
N07K1,LC,PAID,1997,228,6733492.75
N07K1,LC,PAID,1997,240,6733492.75
N07K1,LC,PAID,1998,144,4487360.3
N07K1,LC,PAID,1998,156,5840742.62
N07K1,LC,PAID,1998,168,5351508.81
N07K1,LC,PAID,1998,180,5351508.81
N07K1,LC,PAID,1998,192,5351508.81
N07K1,LC,PAID,1998,204,5351508.81
N07K1,LC,PAID,1998,216,5351508.81
N07K1,LC,PAID,1998,228,5351508.81
N07K1,LC,PAID,1999,132,1978369.47
N07K1,LC,PAID,1999,144,1978369.47
N07K1,LC,PAID,1999,156,1978369.47
N07K1,LC,PAID,1999,168,1978369.47
N07K1,LC,PAID,1999,180,1978369.47
N07K1,LC,PAID,1999,192,1978369.47
N07K1,LC,PAID,1999,204,1978369.47
N07K1,LC,PAID,1999,216,1978369.47
N07K1,LC,PAID,2000,120,822375.57
N07K1,LC,PAID,2000,132,822375.57
N07K1,LC,PAID,2000,144,822375.57
N07K1,LC,PAID,2000,156,822375.57
N07K1,LC,PAID,2000,168,822375.57
N07K1,LC,PAID,2000,180,822375.57
N07K1,LC,PAID,2000,192,822375.57
N07K1,LC,PAID,2000,204,822375.57
N07K1,LC,PAID,2001,108,2128320.64
N07K1,LC,PAID,2001,120,2689212.63
N07K1,LC,PAID,2001,132,2711720.21
N07K1,LC,PAID,2001,144,2723550.38
N07K1,LC,PAID,2001,156,2620805.97
N07K1,LC,PAID,2001,168,2621202.43
N07K1,LC,PAID,2001,180,2621202.43
N07K1,LC,PAID,2001,192,2621202.43
N07K1,LC,PAID,2002,96,5782498.91
N07K1,LC,PAID,2002,108,9911915.62
N07K1,LC,PAID,2002,120,10251367.74
N07K1,LC,PAID,2002,132,10996392.89
N07K1,LC,PAID,2002,144,11006025.37
N07K1,LC,PAID,2002,156,11663619.92
N07K1,LC,PAID,2002,168,11836050.17
N07K1,LC,PAID,2002,180,11992238.87
N07K1,LC,PAID,2003,84,4693757.84
N07K1,LC,PAID,2003,96,4984510.01
N07K1,LC,PAID,2003,108,4497971.42
N07K1,LC,PAID,2003,120,4510098.65
N07K1,LC,PAID,2003,132,4495040.39
N07K1,LC,PAID,2003,144,4497151.85
N07K1,LC,PAID,2003,156,4499118.65
N07K1,LC,PAID,2003,168,4438046.43
N07K1,LC,PAID,2004,72,45426.32
N07K1,LC,PAID,2004,84,71758.87
N07K1,LC,PAID,2004,96,1018253.2
N07K1,LC,PAID,2004,108,1030602.41
N07K1,LC,PAID,2004,120,1072008.06
N07K1,LC,PAID,2004,132,1078405.86
N07K1,LC,PAID,2004,144,1423992.2
N07K1,LC,PAID,2004,156,1880047.98
N07K1,LC,PAID,2005,60,2150496.33
N07K1,LC,PAID,2005,72,2270828.83
N07K1,LC,PAID,2005,84,2298581.47
N07K1,LC,PAID,2005,96,8893889.13
N07K1,LC,PAID,2005,108,9963934.15
N07K1,LC,PAID,2005,120,10026157.79
N07K1,LC,PAID,2005,132,11530161.59
N07K1,LC,PAID,2005,144,11236503.01
N07K1,LC,PAID,2006,48,5716303.88
N07K1,LC,PAID,2006,60,6431629.67
N07K1,LC,PAID,2006,72,6619028.01
N07K1,LC,PAID,2006,84,8186243.52
N07K1,LC,PAID,2006,96,8368798.73
N07K1,LC,PAID,2006,108,8300644.48
N07K1,LC,PAID,2006,120,8258298.89
N07K1,LC,PAID,2006,132,8423354.22
N07K1,LC,PAID,2007,36,7328813.171
N07K1,LC,PAID,2007,48,12844368.44
N07K1,LC,PAID,2007,60,14900989.75
N07K1,LC,PAID,2007,72,17171813.55
N07K1,LC,PAID,2007,84,16877972.93
N07K1,LC,PAID,2007,96,17102230.05
N07K1,LC,PAID,2007,108,17151288.42
N07K1,LC,PAID,2007,120,16784262.44
N07K1,LC,PAID,2008,24,9787539.662
N07K1,LC,PAID,2008,36,10566282.62
N07K1,LC,PAID,2008,48,15397937.78
N07K1,LC,PAID,2008,60,16471503.32
N07K1,LC,PAID,2008,72,16672576.2
N07K1,LC,PAID,2008,84,16932853.39
N07K1,LC,PAID,2008,96,18823228.53
N07K1,LC,PAID,2008,108,18556215.75
N07K1,LC,PAID,2009,12,84024.02
N07K1,LC,PAID,2009,24,2164732.86
N07K1,LC,PAID,2009,36,6467616.104
N07K1,LC,PAID,2009,48,8181984.784
N07K1,LC,PAID,2009,60,10003096.92
N07K1,LC,PAID,2009,72,10331317.82
N07K1,LC,PAID,2009,84,10356376.85
N07K1,LC,PAID,2009,96,11903923.02
N07K1,LC,PAID,2010,12,310444.07
N07K1,LC,PAID,2010,24,1780964.618
N07K1,LC,PAID,2010,36,13320278.76
N07K1,LC,PAID,2010,48,16005000.92
N07K1,LC,PAID,2010,60,16728668.08
N07K1,LC,PAID,2010,72,17327406.7
N07K1,LC,PAID,2010,84,18135138.27
N07K1,LC,PAID,2011,12,28272.18
N07K1,LC,PAID,2011,24,1355563.97
N07K1,LC,PAID,2011,36,3517518.19
