Year,NrPolicy,NrObject,Dt_Exp_Start,Dt_Exp_End,Time_on_book,Customer_Type,D_age,D_age_banded,BonusMalus,D_ZIP,Nr_payments,VEH_type,Veh_type1,Veh_type2,VEH_brand,Construct_year,Capacity,Nr_of_seats,Premium_earned,Sum_insured
2016,2805740,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,2630,1,1,private car,CAR,064,2005,1900,2,142.87418856,1340.9552915
2016,2808283,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,14,4905,1,5,commercial car <3100 kg,PICKUP,083,2007,1896,2,79.486634628,877.80821918
2016,2808632,1,01/01/2016,08/04/2016,10,C,37,35 <=  x < 40,18,3560,1,1,private car,CAR,049,2007,2835,5,63.350859452,3203.3917808
2016,2809614,1,01/01/2016,31/12/2016,10,S,78,75 <=  x < 80,14,2330,1,1,private car,CAR,047,2002,1997,5,100.72851799,2433.6643934
2016,2810237,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,3560,1,1,private car,CAR,047,2013,2148,5,744.60610064,14056.986301
2016,2810376,1,01/01/2016,08/04/2016,10,C,47,45 <=  x < 50,17,2510,1,1,private car,CAR,008,2012,1995,5,155.51928767,9582.8420416
2016,2811059,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,7875,1,57,truck over 20 tn,TRUCK,098,2011,11967,3,760.73416273,19387.545205
2016,2811114,1,01/01/2016,31/12/2016,10,C,57,55 <=  x < 60,9,7960,1,1,private car,CAR,049,2007,2477,9,106.99827712,1449.4191781
2016,2811213,1,01/01/2016,31/12/2016,10,S,47,45 <=  x < 50,12,3430,1,5,commercial car <3100 kg,PICKUP,102,2009,2476,6,131.22288999,1616.2767123
2016,2812390,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,12,5050,1,1,private car,CAR,053,2007,2203,8,116.2965035,1282.7260274
2016,2812470,1,01/01/2016,01/04/2016,10,S,50,50 <=  x < 55,8,2815,1,1,private car,CAR,102,2012,2497,9,87.04459726,4011.5342466
2016,2812761,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,20,7960,1,1,private car,CAR,084,2011,2401,5,463.07141981,8108.4931507
2016,2814324,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,7100,2,51,driving school car,CAR,079,2017,1364,5,335.43815495,6556.0657534
2016,2814384,1,01/01/2016,02/02/2016,9,C,47,45 <=  x < 50,5,4905,1,1,private car,CAR,003,2011,1899,5,218.77165589,6191.839726
2016,2814493,1,01/01/2016,31/12/2016,10,S,53,50 <=  x < 55,14,2510,1,1,private car,CAR,023,2007,1581,5,97.432187289,1157.6510959
2016,2814649,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,12,2766,1,1,private car,CAR,015,2015,1398,2,127.09125308,3603.0871233
2016,2815013,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,14,8000,1,5,commercial car <3100 kg,PICKUP,053,2014,2488,5,310.73319343,5514.8493151
2016,2815522,1,01/01/2016,31/12/2016,10,S,46,45 <=  x < 50,14,1250,4,1,private car,CAR,079,2007,2446,5,265.96110435,736.05479452
2016,2815709,1,01/01/2016,28/04/2016,10,S,64,60 <=  x < 65,11,7040,1,1,private car,CAR,037,2013,2720,5,295.07454493,17672.128767
2016,2815832,1,01/01/2016,29/04/2016,10,C,47,45 <=  x < 50,15,2495,2,6,commercial car <3500 kg,PICKUP,064,2012,2498,3,82.618542857,3976.4383562
2016,2816249,1,01/01/2016,30/04/2016,10,C,47,45 <=  x < 50,10,9060,1,1,private car,CAR,084,2007,2461,5,107.47499671,5121.2383562
2016,2816553,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,16,3220,1,1,private car,CAR,057,2010,1888,5,53.826923836,3571.0520548
2016,2817554,1,01/01/2016,21/03/2016,10,C,47,45 <=  x < 50,14,4920,1,1,private car,CAR,056,2014,1300,5,54.750521703,1633.6767123
2016,2818109,1,01/01/2016,23/03/2016,10,C,52,50 <=  x < 55,1,1885,1,1,private car,CAR,057,2009,1977,2,110.07778849,1735.8164384
2016,2819097,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,16,3520,1,1,private car,CAR,083,2007,1900,9,131.09128463,1677.7068493
2016,2819407,1,01/01/2016,31/12/2016,10,C,53,50 <=  x < 55,13,6300,1,1,private car,CAR,083,2009,1896,5,367.93160548,1634.9315068
2016,2819548,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,13,3140,1,5,commercial car <3100 kg,PICKUP,053,2001,2494,3,73.452363051,939.5289863
2016,2819607,1,01/01/2016,22/02/2016,9,C,47,45 <=  x < 50,11,3140,1,51,driving school car,CAR,003,2012,1422,5,38.818900822,6223
2016,2820091,1,01/01/2016,31/12/2016,10,C,50,50 <=  x < 55,15,2530,1,1,private car,CAR,065,2013,1396,5,181.04673321,4441.0520548
2016,2820855,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,2,3430,1,6,commercial car <3500 kg,PICKUP,049,2005,3298,3,86.53915969,2122.4383562
2016,2821168,1,01/01/2016,31/12/2016,10,S,57,55 <=  x < 60,14,3465,1,1,private car,CAR,083,2007,1896,5,113.84983657,3075.6575342
2016,2822372,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,12,4350,1,1,private car,CAR,047,2016,2987,6,1062.0498592,99025.283178
2016,2822916,1,01/01/2016,20/03/2016,10,C,57,55 <=  x < 60,13,2686,1,5,commercial car <3100 kg,PICKUP,056,2006,2499,5,26.865123288,1197.8876712
2016,2823610,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,14,8550,1,51,driving school car,CAR,091,2014,1422,5,225.67266764,4843.6164384
2016,2823729,1,01/01/2016,06/06/2016,10,S,81,80 <=  x < 85,9,9560,1,1,private car,CAR,015,2013,1905,4,86.612383562,4510.4164384
2016,2823842,1,01/01/2016,24/02/2016,10,C,42,40 <=  x < 45,14,4480,1,1,private car,CAR,056,2005,1686,2,10.753515616,508.04383562
2016,2824031,1,01/01/2016,31/12/2016,10,C,57,55 <=  x < 60,15,3050,1,8,truck up to 10 tn,TRUCK,049,2008,3908,3,42.140656257,1633.3155616
2016,2824073,1,01/01/2016,24/04/2016,10,C,47,45 <=  x < 50,12,6100,1,51,driving school car,CAR,075,2007,1988,5,0,3135.4249315
2016,2824223,1,01/01/2016,31/12/2016,10,S,51,50 <=  x < 55,14,7960,2,5,commercial car <3100 kg,PICKUP,049,2007,2477,6,0,809.22328767
2016,2824384,1,01/01/2016,09/02/2016,9,C,47,45 <=  x < 50,6,1500,1,1,private car,CAR,023,2010,1242,5,0.0023669152,1809.7797526
2016,2824430,1,01/01/2016,18/05/2016,10,S,57,55 <=  x < 60,17,9501,1,1,private car,CAR,083,2007,1896,5,0.0032943519,4128.7671233
2016,2824691,1,01/01/2016,31/12/2016,10,S,47,45 <=  x < 50,5,9580,1,51,driving school car,CAR,049,2017,1493,5,145.91267606,14700.380514
2016,2825351,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,4,2350,2,1,private car,CAR,049,2012,1870,5,594.5296114,4267.7917808
2016,2825849,1,01/01/2016,29/04/2016,10,C,47,45 <=  x < 50,6,2686,1,1,private car,CAR,056,2007,1998,5,67.142420274,1810.4109589
2016,2826746,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,2650,1,1,private car,CAR,008,2014,2497,5,791.35610982,21210.299458
2016,2827244,1,01/01/2016,05/03/2016,10,C,47,45 <=  x < 50,9,2200,1,1,private car,CAR,057,2011,1997,2,26.478465753,1084.9315068
2016,2827314,1,01/01/2016,31/12/2016,10,C,57,55 <=  x < 60,14,7160,2,1,private car,CAR,008,2010,1895,5,163.78056796,8318.169863
2016,2827411,1,01/01/2016,08/01/2016,9,C,47,45 <=  x < 50,11,4660,1,1,private car,CAR,003,2010,1781,5,90.105252586,0
2016,2827486,1,01/01/2016,28/03/2016,10,C,47,45 <=  x < 50,18,7920,1,1,private car,CAR,008,2013,2993,5,351.6669589,17353.398082
2016,2827785,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,8,3802,1,1,private car,CAR,049,2007,1299,5,119.98976694,2526.2465753
2016,2828195,1,01/01/2016,17/04/2016,10,C,57,55 <=  x < 60,15,1990,1,1,private car,CAR,083,2007,1700,5,38.781014795,1584.7726027
2016,2828563,1,01/01/2016,31/12/2016,10,S,58,55 <=  x < 60,13,2610,2,1,private car,CAR,047,2013,3221,5,944.26593407,15104.383562
2016,2828826,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,8,3430,2,1,private car,CAR,049,2012,1870,2,219.11988857,3531.6438356
2016,2829518,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,19,6360,1,1,private car,CAR,023,2016,1248,5,331.85117746,11711.232877
2016,2829576,1,01/01/2016,31/12/2016,10,S,62,60 <=  x < 65,18,3020,1,1,private car,CAR,023,2013,1910,5,295.62241784,7042.1917808
2016,2829675,1,01/01/2016,31/12/2016,10,C,46,45 <=  x < 50,14,2580,1,1,private car,CAR,003,2015,2000,5,603.26794071,8779.2657534
2016,2829703,1,01/01/2016,07/04/2016,10,C,57,55 <=  x < 60,19,7170,1,1,private car,CAR,023,2007,1698,2,13.122611781,624.52054795
2016,2829863,1,01/01/2016,31/12/2016,10,S,55,55 <=  x < 60,12,2765,2,1,private car,CAR,064,2009,1390,5,141.93869105,2782.2246575
2016,2830127,1,01/01/2016,24/05/2016,10,S,62,60 <=  x < 65,12,9950,1,1,private car,CAR,130,2007,2499,5,76.861321644,4291.5945205
2016,2830678,1,01/01/2016,31/12/2016,10,S,45,45 <=  x < 50,14,3810,1,5,commercial car <3100 kg,PICKUP,047,2006,2299,2,139.09295982,2521.5410959
2016,2830939,1,01/01/2016,24/05/2016,10,C,57,55 <=  x < 60,18,2925,1,1,private car,CAR,003,2014,1968,5,178.7766411,15185.424658
2016,2831123,1,01/01/2016,31/12/2016,10,C,52,50 <=  x < 55,13,9999,1,51,driving school car,CAR,079,2016,13648,5,137.61641695,14145.45207
2016,2831192,1,01/01/2016,31/12/2016,11,C,47,45 <=  x < 50,12,2305,1,6,commercial car <3500 kg,PICKUP,079,2006,4104,3,118.1058,7154
2016,2832090,1,01/01/2016,31/12/2016,10,C,43,40 <=  x < 45,9,1990,1,1,private car,CAR,003,2007,1896,5,273.25944132,3354.8219178
2016,2832243,1,01/01/2016,24/05/2016,10,C,51,50 <=  x < 55,0,3810,1,1,private car,CAR,049,2007,2477,5,372.62673159,8127.2613699
2016,2832441,1,01/01/2016,31/12/2016,10,C,58,55 <=  x < 60,20,4920,2,1,private car,CAR,039,2007,1994,5,163.23891971,5455.1835616
2016,2832839,1,01/01/2016,31/12/2016,10,C,71,70 <=  x < 75,6,4625,1,1,private car,CAR,015,2010,1997,3,232.28767107,1921.5699016
2016,2833091,1,01/01/2016,14/05/2016,10,C,53,50 <=  x < 55,1,8501,1,5,commercial car <3100 kg,PICKUP,057,2012,1997,2,148.97444493,3870.7643836
2016,2833370,1,01/01/2016,31/12/2016,10,C,37,35 <=  x < 40,12,2140,1,51,driving school car,CAR,084,2011,2401,5,0,17225.948845
2016,2833534,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,7,7595,1,51,driving school car,CAR,079,2016,1364,5,279.34743794,3600
2016,2833885,1,01/01/2016,29/04/2016,10,C,47,45 <=  x < 50,17,7300,1,1,private car,CAR,024,2010,1753,2,94.693255616,4063.5136701
2016,2834203,1,01/01/2016,30/03/2016,10,C,52,50 <=  x < 55,16,2460,1,5,commercial car <3100 kg,PICKUP,240,2009,2800,3,40.868309041,1942.7506849
2016,2834764,1,01/01/2016,16/06/2016,10,C,37,35 <=  x < 40,5,3640,1,1,private car,CAR,023,2007,1698,2,42.51441088,1031.2821918
2016,2834790,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,14,3750,1,1,private car,CAR,084,2007,1948,5,409.65314164,13367.784
2016,2835475,1,01/01/2016,21/04/2016,10,C,47,45 <=  x < 50,10,2689,1,91,articulated vehicle,TRUCK,018,2008,12580,2,171.31068493,6848.630137
2016,2836440,1,01/01/2016,01/06/2016,10,C,47,45 <=  x < 50,11,4536,1,1,private car,CAR,024,2007,1753,2,19.490914521,765.34246575
2016,2836584,1,01/01/2016,30/05/2016,10,C,53,50 <=  x < 55,2,4430,1,1,private car,CAR,008,2009,2926,5,626.58141072,17277.632107
2016,2836770,1,01/01/2016,05/06/2016,10,C,42,40 <=  x < 45,20,2140,1,8,truck up to 10 tn,TRUCK,049,2015,3908,3,165.47236364,14565.753425
2016,2837166,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,8,1500,1,1,private car,CAR,038,2003,1372,5,0,2729.3971312
2016,2837183,1,01/01/2016,31/12/2016,10,C,48,45 <=  x < 50,14,7885,1,5,commercial car <3100 kg,PICKUP,064,2012,2500,3,253.7917404,4943.1890411
2016,2837958,1,01/01/2016,31/12/2016,10,C,57,55 <=  x < 60,9,2090,1,1,private car,CAR,049,2007,2477,5,129.88747157,2007.2547945
2016,2838187,1,01/01/2016,28/06/2016,10,C,58,55 <=  x < 60,11,2200,1,91,articulated vehicle,TRUCK,084,2003,11000,3,216.23547288,8594.9616438
2016,2838262,1,01/01/2016,31/12/2016,10,C,50,50 <=  x < 55,2,6400,2,5,commercial car <3100 kg,PICKUP,049,2007,2477,5,327.565991,2451.8924471
2016,2838599,1,01/01/2016,02/03/2016,9,C,35,35 <=  x < 40,6,7300,1,6,commercial car <3500 kg,PICKUP,049,2010,0,3,116.92739726,9455.4235425
2016,2839418,1,01/01/2016,28/05/2016,10,C,59,55 <=  x < 60,9,4820,1,1,private car,CAR,079,2012,1995,2,32.67830137,6828.0493151
2016,2839423,1,01/01/2016,31/12/2016,10,S,43,40 <=  x < 45,8,4660,2,1,private car,CAR,057,2013,1997,5,815.08356808,10843.364384
2016,2839492,1,01/01/2016,31/12/2016,10,S,43,40 <=  x < 45,8,4660,2,1,private car,CAR,057,2013,1997,5,831.38523944,10954.010959
2016,2840040,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,12,4460,1,51,driving school car,CAR,083,2014,2000,5,471.25891616,5867.3753425
2016,2841169,1,01/01/2016,25/06/2016,10,C,54,50 <=  x < 55,3,4475,1,1,private car,CAR,015,2012,1997,2,86.986986301,3545.5479452
2016,2841296,1,01/01/2016,31/12/2016,10,C,50,50 <=  x < 55,18,3060,1,6,commercial car <3500 kg,PICKUP,049,2009,3908,3,254.75339778,4388.6575342
2016,2841505,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,20,7920,1,1,private car,CAR,099,1997,1991,2,1177.3171138,20289.458688
2016,2841662,1,01/01/2016,31/12/2016,10,C,73,70 <=  x < 75,12,7960,1,1,private car,CAR,079,2013,1998,5,537.58184595,0
2016,2842890,1,01/01/2016,31/12/2016,10,C,46,45 <=  x < 50,3,2001,1,1,private car,CAR,047,2009,2148,5,546.19963006,9608.9671233
2016,2843345,1,01/01/2016,31/12/2016,10,S,49,45 <=  x < 50,14,2416,1,5,commercial car <3100 kg,PICKUP,049,2007,2477,5,150.50301656,3404.2438356
2016,2843590,1,01/01/2016,31/12/2016,10,C,55,55 <=  x < 60,14,4700,2,1,private car,CAR,024,2016,1998,5,456.96720839,7205.2054795
2016,2844052,1,01/01/2016,31/12/2016,10,S,57,55 <=  x < 60,15,8000,1,51,driving school car,CAR,003,2002,1896,5,70.766417534,762.34246575
2016,2844670,1,01/01/2016,04/06/2016,10,C,47,45 <=  x < 50,4,9545,1,5,commercial car <3100 kg,PICKUP,049,2011,2977,3,87.764791667,4161.6438356
2016,2844871,1,01/01/2016,29/06/2016,10,C,49,45 <=  x < 50,15,4820,1,1,private car,CAR,091,2010,1896,5,116.95374493,6792.1917808
2016,2845051,1,01/01/2016,31/12/2016,10,S,62,60 <=  x < 65,14,2640,1,1,private car,CAR,024,2014,1388,5,0.0001540534,8551.5068493
2016,2845124,1,01/01/2016,31/12/2016,10,S,58,55 <=  x < 60,12,2565,1,1,private car,CAR,079,2013,1995,7,543.07173082,15473.260274
2016,2845162,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,16,3870,2,51,driving school car,CAR,079,2017,1364,5,322.86717472,11476.471233
2016,2845773,1,01/01/2016,31/12/2016,10,S,47,45 <=  x < 50,17,2490,1,1,private car,CAR,057,2014,1398,5,273.61253859,3861.4684932
2016,2845780,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,13,4760,1,1,private car,CAR,056,2005,1686,5,139.97015495,3703.906589
2016,2846028,2,01/01/2016,22/04/2016,10,C,48,45 <=  x < 50,11,5400,1,1,private car,CAR,003,2008,1896,5,83.295156084,4606.0501611
2016,2846204,1,01/01/2016,31/12/2016,10,S,54,50 <=  x < 55,1,8400,1,1,private car,CAR,079,2010,1995,5,0,3448.0479452
2016,2846720,1,01/01/2016,31/12/2016,10,C,37,35 <=  x < 40,9,2005,1,51,driving school car,CAR,083,2014,1896,5,427.16320781,8321.2931507
2016,2846814,1,01/01/2016,15/06/2016,10,C,47,45 <=  x < 50,9,2650,1,1,private car,CAR,064,2013,1461,2,93.624272877,6798.7232877
2016,2847402,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,7,1500,1,1,private car,CAR,001,2007,1598,5,45.547370532,1693.3863014
2016,2847678,1,01/01/2016,31/12/2016,10,C,41,40 <=  x < 45,10,2775,2,1,private car,CAR,056,2016,1248,5,145.93666264,3018.4404493
2016,2847798,1,01/01/2016,31/12/2016,10,C,67,65 <=  x < 70,14,4910,1,1,private car,CAR,047,2011,2148,5,791.69449098,23976.986301
2016,2848686,1,01/01/2016,31/12/2016,10,C,37,35 <=  x < 40,6,4149,1,5,commercial car <3100 kg,PICKUP,047,2014,2686,3,481.00532083,12921.947324
2016,2849119,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,8,2461,1,6,commercial car <3500 kg,PICKUP,079,2002,2997,7,67.119951302,988.04712329
2016,2849956,1,01/01/2016,31/12/2016,10,C,57,55 <=  x < 60,15,4810,1,51,driving school car,CAR,091,2014,1422,5,223.55048728,8133.3808219
2016,2850175,1,01/01/2016,31/12/2016,11,C,47,45 <=  x < 50,17,4625,1,51,driving school car,CAR,056,2014,1488,5,182.41772375,0
2016,2850341,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,6,2780,1,1,private car,CAR,056,2010,1686,5,410.80036137,5381.260274
2016,2850345,1,01/01/2016,08/07/2016,10,C,47,45 <=  x < 50,13,1069,1,1,private car,CAR,049,2008,2477,5,144.65935726,5877.1232877
2016,2850720,1,01/01/2016,30/06/2016,10,C,43,40 <=  x < 45,20,3560,1,1,private car,CAR,083,2007,1896,5,100.0359726,5380.4109589
2016,2851182,1,01/01/2016,31/12/2016,10,C,56,55 <=  x < 60,8,3840,1,1,private car,CAR,003,2006,1896,5,236.61247664,4985.8027397
2016,2851410,1,01/01/2016,19/05/2016,10,C,57,55 <=  x < 60,17,4760,1,57,truck over 20 tn,TRUCK,047,2007,11946,3,607.29290411,27543.211781
2016,2851661,2,01/01/2016,31/12/2016,10,C,43,40 <=  x < 45,6,1990,1,1,private car,CAR,015,2013,1997,3,208.54309505,2573.8931507
2016,2852689,1,01/01/2016,31/12/2016,10,S,71,70 <=  x < 75,10,3780,1,1,private car,CAR,079,2004,2496,9,136.08099987,3075.6575342
2016,2852771,1,01/01/2016,31/12/2016,10,S,51,50 <=  x < 55,9,2430,1,1,private car,CAR,047,2004,2497,5,288.8755906,5119.3164384
2016,2852838,1,01/01/2016,22/01/2016,9,C,47,45 <=  x < 50,20,2431,1,1,private car,CAR,057,2008,1868,2,8.3226767123,3433.0684932
2016,2852996,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,9,8550,1,51,driving school car,CAR,083,2015,1422,5,277.64282787,8805.7356301
2016,2853142,1,01/01/2016,18/06/2016,10,C,77,75 <=  x < 80,7,6301,1,1,private car,CAR,015,1998,1580,5,10.690323288,363.66209753
2016,2853621,1,01/01/2016,31/12/2016,10,S,97,95 <=  x < 100,18,3781,1,1,private car,CAR,064,2007,1870,2,36.275329095,351.99452055
2016,2853675,1,01/01/2016,19/07/2016,10,S,38,35 <=  x < 40,15,3400,1,5,commercial car <3100 kg,PICKUP,064,2011,2490,3,83.449150685,4701.8520548
2016,2854037,1,01/01/2016,31/12/2016,10,C,37,35 <=  x < 40,10,2440,1,1,private car,CAR,056,2007,1389,5,365.97844788,8666.7478685
2016,2854367,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,10,7540,1,1,private car,CAR,056,2009,1686,2,70.716187671,369.8630137
2016,2854853,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,4,6225,1,5,commercial car <3100 kg,PICKUP,049,2005,2477,5,127.74703351,4962.2884866
2016,2855359,1,01/01/2016,22/07/2016,10,C,47,45 <=  x < 50,11,2870,1,6,commercial car <3500 kg,PICKUP,064,2015,1995,5,309.041303,22690.410959
2016,2855491,1,01/01/2016,06/08/2016,10,S,35,35 <=  x < 40,14,4760,1,1,private car,CAR,056,2008,1488,5,73.09976,3317.7808219
2016,2855851,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,15,4796,1,5,commercial car <3100 kg,PICKUP,079,2005,2446,5,115.50073217,3321.0958904
2016,2855933,1,01/01/2016,31/12/2016,11,C,47,45 <=  x < 50,17,4625,1,51,driving school car,CAR,056,2014,1248,5,157.52800964,11462.979452
2016,2858141,1,01/01/2016,22/06/2016,10,C,96,95 <=  x < 100,5,4430,1,1,private car,CAR,083,2014,1968,5,458.28924055,14254.558904
2016,2858334,1,01/01/2016,09/07/2016,10,C,54,50 <=  x < 55,20,7860,1,1,private car,CAR,047,2007,2155,5,108.40832877,7002.8383562
2016,2858399,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,13,8401,1,51,driving school car,CAR,079,2014,1364,5,216.27095683,8252.9424658
2016,2858557,1,01/01/2016,31/12/2016,10,C,37,35 <=  x < 40,12,3751,1,1,private car,CAR,064,2015,1461,7,436.55224167,10310.30137
2016,2858895,1,01/01/2016,16/05/2016,9,C,63,60 <=  x < 65,3,3020,1,1,private car,CAR,083,2007,1000,5,101.57888219,2511.9945205
2016,2858995,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,18,7370,1,1,private car,CAR,003,2014,1968,5,459.98982005,18988.138356
2016,2859405,1,01/01/2016,30/07/2016,10,C,47,45 <=  x < 50,8,2870,1,5,commercial car <3100 kg,PICKUP,079,2016,2494,4,237.37530226,5046.3287671
2016,2859624,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,7540,1,1,private car,CAR,008,2007,2926,5,383.67406459,7134.4
2016,2859741,1,01/01/2016,31/12/2016,10,C,56,55 <=  x < 60,20,4480,1,1,private car,CAR,091,2012,1896,7,419.09317353,12162.172603
2016,2860113,1,01/01/2016,31/12/2016,10,C,65,65 <=  x < 70,6,4480,1,123,taxi category A,CAR,056,2014,1910,5,514.77192023,15815.589041
2016,2860129,1,01/01/2016,15/07/2016,10,C,47,45 <=  x < 50,15,4445,1,1,private car,CAR,064,2010,1870,2,19.244515068,2067.3972603
2016,2860154,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,15,1600,2,3,taxi,CAR,015,2011,1997,5,340.77493345,1483.890411
2016,2860340,1,01/01/2016,25/06/2016,10,C,61,60 <=  x < 65,14,9545,1,1,private car,CAR,056,2009,2199,5,131.82189041,8313.6986301
2016,2860531,2,01/01/2016,27/07/2016,10,C,47,45 <=  x < 50,15,4535,1,6,commercial car <3500 kg,PICKUP,079,2012,2494,3,126.00771068,7424.7452055
2016,2861587,1,01/01/2016,31/12/2016,10,S,49,45 <=  x < 50,18,7050,1,1,private car,CAR,003,2003,1595,5,30.422244536,1572.3369863
2016,2861713,1,01/01/2016,27/07/2016,10,C,67,65 <=  x < 70,20,3560,1,1,private car,CAR,049,2006,2477,6,54.137670137,2673.7972603
2016,2862429,1,01/01/2016,31/12/2016,11,C,57,55 <=  x < 60,19,3870,1,1,private car,CAR,084,2006,1731,5,154.47741186,5780.8676712
2016,2862997,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,9,3020,1,1,private car,CAR,057,2015,1560,5,507.34687103,13397.6399
2016,2863841,1,01/01/2016,31/12/2016,10,S,48,45 <=  x < 50,17,4820,1,1,private car,CAR,047,2010,2148,5,229.10373194,12230.684932
2016,2863956,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,18,4796,1,1,private car,CAR,047,2011,2148,5,690.25338573,15887.425726
2016,2864805,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,20,7370,1,1,private car,CAR,046,2012,1998,5,502.50365087,15595.212329
2016,2865066,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,15,2540,1,1,private car,CAR,047,2011,2148,5,571.10568823,13021.917808
2016,2865115,1,01/01/2016,29/05/2016,10,S,54,50 <=  x < 55,20,9060,2,5,commercial car <3100 kg,PICKUP,079,2005,2446,5,42.92,1867.6383562
2016,2865611,1,01/01/2016,18/05/2016,9,C,41,40 <=  x < 45,15,9999,1,1,private car,CAR,008,2012,2979,5,283.75776,18207.123288
2016,2865857,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,17,9580,1,57,truck over 20 tn,TRUCK,084,2012,13130,2,1178.6602024,41506.849315
2016,2865944,1,01/01/2016,31/12/2016,10,S,69,65 <=  x < 70,14,4775,1,5,commercial car <3100 kg,PICKUP,079,2004,2446,3,52.739461711,1173.547726
2016,2866244,1,01/01/2016,31/12/2016,10,C,62,60 <=  x < 65,11,2140,1,1,private car,CAR,003,2007,1896,5,203.15721551,6285.1438356
2016,2866507,1,01/01/2016,31/12/2016,10,S,51,50 <=  x < 55,14,2740,1,1,private car,CAR,064,2003,1200,5,14.831492216,153.15068493
2016,2867664,1,01/01/2016,31/12/2016,10,C,58,55 <=  x < 60,12,3870,1,1,private car,CAR,024,2007,2496,3,76.221159596,912.13150685
2016,2867863,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,13,1150,1,51,driving school car,CAR,079,2015,1398,5,277.86362406,14969.835616
2016,2868243,1,01/01/2016,31/12/2016,10,C,64,60 <=  x < 65,14,4660,1,1,private car,CAR,015,2015,1898,5,140.95032773,7193.0958904
2016,2868934,1,01/01/2016,31/12/2016,10,C,58,55 <=  x < 60,15,3870,1,1,private car,CAR,084,2007,1870,5,250.04780822,841.14591781
2016,2869183,1,01/01/2016,31/12/2016,10,C,57,55 <=  x < 60,12,1049,1,8,truck up to 10 tn,TRUCK,049,2008,3908,3,126.46714952,2288.1205479
2016,2869952,1,01/01/2016,31/12/2016,10,C,52,50 <=  x < 55,14,8401,1,51,driving school car,CAR,079,2016,1364,5,147.41433767,3712.3726027
2016,2870001,1,01/01/2016,31/12/2016,10,S,67,65 <=  x < 70,14,7540,1,1,private car,CAR,047,2007,2000,5,244.93434887,11199.041096
2016,2870686,1,01/01/2016,31/12/2016,10,S,57,55 <=  x < 60,11,3781,1,1,private car,CAR,047,2011,2148,5,350.36524396,12328.767123
2016,2871283,1,01/01/2016,19/08/2016,10,S,60,60 <=  x < 65,14,7860,1,1,private car,CAR,024,2014,1560,5,210.70564658,12442.369863
2016,2871891,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,16,4515,1,6,commercial car <3500 kg,PICKUP,049,2000,3298,3,75.898041639,2136.85308
2016,2872918,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,5,7300,1,1,private car,CAR,056,2012,1686,2,182.13696855,3114.8383562
2016,2874444,1,01/01/2016,31/12/2016,10,C,47,45 <=  x < 50,11,5300,1,1,private car,CAR,102,2012,1493,2,201.93368048,4685.5726027
