NrPolicy,NrObject,NrClaim,Date_of_loss,Paid,Reserves,Settlement_date
4526904,1,3936740,12/12/2016,0,2479.55,
4527056,1,3869955,25/06/2016,232.0836,0,
4527116,1,3804811,21/02/2016,2398.5892,0,
4527245,1,3781245,09/03/2016,703.8009,0,
4527457,1,3789931,11/03/2016,51.5493,2378.9007,
4527603,1,3962175,27/11/2016,0,2430.45,
4527640,1,3857359,23/02/2016,52.23,0,
4528551,1,3822616,17/02/2016,868.9072,0,
4528942,1,3769718,25/11/2015,7900.5376098,0,
4529404,1,3947833,29/10/2016,16714.07,0,
4529619,1,3851593,07/05/2016,1350.4095,0,
4529962,1,3844181,15/03/2016,51.5493,0,
4530333,1,3946446,15/11/2016,383.28,0,
4530346,1,3884561,07/10/2016,1119.3336,0,
4530437,1,3754949,26/07/2015,1195.1475228,0,
4530582,1,3765358,20/12/2015,52.07,0,
4530769,1,3800056,05/02/2016,3586.41,0,
4530853,1,3922100,20/07/2016,3865.0293,0,
4530913,1,3902247,30/09/2016,9597.434,0,
4531363,1,3901595,03/12/2016,0,2430.45,
4531548,1,3762404,31/12/2015,52.07,600,
4531577,1,3846160,09/05/2016,452.8941,0,
4531665,1,3790008,23/01/2016,10938.3707,2.9593,
4531722,1,3877240,07/05/2016,350.91,0,
4532607,1,3906509,19/11/2016,4263.98,4.04,
4532696,1,3768671,16/02/2016,252.7569,0,
4532775,1,3679704,16/04/2015,761.6364,0,
4532919,1,3881170,30/05/2016,1802.988,0,
4532945,1,3689228,01/04/2015,168.6736458,0,
4533084,1,3722844,23/06/2015,76.5199634,0,
4533317,1,3859441,07/05/2016,1471.86,0,
4533343,1,3937706,03/09/2016,875.5461,0,
4533402,1,3925866,21/12/2016,0,2448,
4533489,1,3681961,04/05/2015,5296.1745844,0,
4533803,1,3870558,03/09/2016,6307.28,0,
4534017,1,3899079,09/11/2016,52.07,2426.9593,
4534176,1,3844267,15/06/2016,2610.4965,0,
4534225,1,3842405,21/02/2016,645.0262,0,
4534365,1,3883440,17/05/2016,6961.9886,0,
4534437,1,3656343,26/04/2015,6436.469088,0,
4534737,1,3754384,21/11/2015,585.8137098,0,
4535408,1,3860326,15/03/2016,998.93,0,
4535691,1,3904960,21/07/2016,51.0286,0,
4535707,1,3875073,14/04/2016,817.4628,0,
4535994,1,3835421,05/03/2016,995.69,0,
4536519,1,3853547,02/05/2016,649.5411,0,
4536860,1,3779314,12/10/2015,169.7164206,0,
4536951,1,3903935,06/11/2016,7051.2176,59.2812,
4537207,1,3929537,29/09/2016,1298.7,0,
4537516,1,3821972,15/03/2016,607.0086,0,
4537932,1,3907712,13/07/2016,4712.7,0,
4537932,1,3826928,19/03/2016,814.76,1607.4352,
4538243,1,3835605,23/06/2016,26660.4327,0,
4538365,1,3912615,06/08/2016,52.07,2452.93,
4538630,1,3903729,11/08/2016,4051.95,0,
4538737,1,3911483,20/07/2016,684.0106,0,
4539051,1,3823715,01/06/2016,3064.84,0,
4539772,1,3943909,06/12/2016,0,2430.45,
4540144,1,3852030,02/03/2016,1798.2558,0,
4541349,1,3792943,07/03/2016,3255.1386,0,
4541944,1,3782608,17/01/2016,874.5226,0,
4542232,1,3650186,26/04/2015,1485.3515628,0,
4543730,1,3838025,23/03/2016,3194.5518,0,
4544040,1,3871002,18/10/2016,2409.9278,0,
4544244,1,3860148,21/08/2016,1862.82,0,
4544926,1,3928519,23/07/2016,1603.7901,0,
4545285,1,3918012,05/07/2016,52.07,0,
4545479,1,3909850,20/07/2016,52.5907,0,
4545656,1,3839238,23/06/2016,544.6056,0,
4546640,1,3747730,31/05/2015,666.8734474,0,
4546689,1,3801406,23/11/2015,52.07,0,
4547242,1,3876317,30/07/2016,5864.4927,0,
4547499,1,3799261,13/12/2015,832,0,
4547627,1,3844020,03/04/2016,1385.9505,0,
4547846,1,3929624,19/07/2016,351.0659,0,
4547865,1,3747019,15/07/2015,2191.67558,0,
4548041,1,3727674,16/05/2015,882.120163,0,
4548626,1,3878702,14/11/2016,51.0286,2450.9886,
4548752,1,3820693,15/05/2016,17149.33,0,
4548779,1,3788008,15/01/2016,1808.23,0,
4549193,1,3973701,21/12/2016,0,2405.9,
4550425,1,3900223,08/10/2016,1947.3406,76.94,
4550555,1,3881369,12/06/2016,8851.64,0,
4551003,1,3894040,26/11/2016,4173.9786,0,
4552019,1,3924510,27/07/2016,538.4916,0,
4552501,1,3769243,01/11/2015,50.3141996,0,
4552855,1,3898877,18/06/2016,617.4,0,
4552997,14,3870907,23/10/2016,2758.2494,0,
4553144,1,3703330,05/09/2015,1913.098671,0,
4553296,1,3822607,21/02/2016,1457.1674,0,
4553355,1,3849072,29/03/2016,918.07,0,
4553646,1,3920290,12/12/2016,0,2405.9,
4554055,1,3763797,15/02/2016,52.5907,0,
4554441,1,3857567,12/09/2016,51.0286,2450.9886,
4554768,1,3840826,21/02/2016,3020.51,0,
4555495,5,3764517,18/01/2016,587.3373,0,
4555827,1,3924090,18/12/2016,0,5028.7149,
4556136,1,3688907,17/05/2015,137.935215,0,
4556409,1,3844312,18/06/2016,1587.114,0,
4556509,1,3876669,06/06/2016,1983.7208,0,
4556660,1,3827472,24/02/2016,52.07,0,
4556689,1,3846270,10/07/2016,811.49,0,
4556919,1,3896110,20/09/2016,702.68,0,
4557367,1,3950657,23/11/2016,499.23,0,
4557611,1,3914274,12/08/2016,1991.2662,0,
4558287,1,3775233,07/03/2016,51.5493,0,
4558413,1,3809881,15/03/2016,5836.0599,0,
4558441,1,3873063,02/03/2016,858.8448,0,
4558539,1,3902755,05/06/2016,8202.07,0,
4558849,1,3754429,24/08/2015,2116.5075954,0,
4558884,1,3808682,16/02/2016,622.1457,0,
4558945,1,3896331,16/08/2016,2302.6962,0,
4558987,4,3800075,22/02/2016,441.4116,45.6786,
4559090,1,3789342,14/03/2016,449.6,0,
4559131,1,3851823,08/02/2016,749.4256,0,
4559132,1,3892102,16/07/2016,972.6805,0,
4559234,1,3891447,28/06/2016,6537.3664,0,
4559272,1,3954262,14/11/2016,51.5493,0,
4559494,1,3816986,16/02/2016,52.07,0,
4559808,1,3947121,04/10/2016,1263.6756,1202.1312,
4559851,1,3774867,02/02/2016,52.07,0,
4560075,1,3801291,01/05/2016,11355.07,1699.93,
4560083,1,3916318,24/07/2016,7580.3508,0,
4560249,1,3861994,15/09/2016,2418.2,36.064,
4560504,1,3883198,28/05/2016,1478.44,0,
4560560,1,3854510,20/04/2016,253.6875,0,
4560884,1,3817250,16/11/2015,1818.2212636,0,
4560919,8,3866131,02/07/2016,51.0286,2402.93,
4560960,1,3855685,02/03/2016,8617.3066,0,
4561096,1,3963171,30/10/2016,727.797,0,
4561186,3,3756603,05/06/2015,3681.2752614,0,
4561348,19,3893119,19/10/2016,1157.76,0,
4561797,1,3702556,21/09/2015,1000.01658,0,
4561950,1,3801701,19/04/2016,8909.4423,0,
4562108,1,3943997,02/09/2016,51.0286,0,
4562193,1,3900368,19/11/2016,0,2455,
4562524,1,3805694,02/02/2016,3520.9146,0,
4562900,1,3811587,01/03/2016,3999.3624,0,
4563037,1,3855874,20/05/2016,6345.2169,0,
4563112,1,3907915,10/12/2016,0,2479.55,
4563387,1,3894598,18/10/2016,52.5907,2354.8714,
4563604,4,3906498,01/09/2016,52.07,2402.93,
4563613,4,3809494,03/01/2016,898.9148,0,
4563725,4,3916564,07/08/2016,361.4292,2048.1216,
4563970,1,3822934,17/01/2016,1259.6,0,
4564459,1,3847942,18/03/2016,220.65,0,
4564577,1,3818857,20/03/2016,2159.8137,276.1037,
4564632,13,3917176,25/07/2016,687.94,0,
4564730,1,3724858,25/09/2015,7351.2856098,0,
4564982,6,3765688,07/07/2015,805.9,0,
4565103,1,3782426,13/02/2016,1916.89,0,
4565147,1,3852334,16/07/2016,2965.49,0,
4565150,6,3980262,18/12/2016,0,2455,
4565496,1,3753876,31/12/2015,4675.56,0,
4565590,1,3850252,12/03/2016,2041.9084,363.9916,
4566236,1,3937354,15/11/2016,981.0736,1468.8036,
4566613,1,3847626,29/01/2016,1073.655,0,
4566781,1,3952341,29/11/2016,51.0286,9799.9593,
4566946,1,3771781,23/01/2016,9630.5286,0,
4567103,1,3874478,26/05/2016,1333.1596,0,
4567445,1,3709785,29/07/2015,1744.32042,0,
4567624,48,3975808,07/12/2016,0,2455,
4567724,1,3819468,18/04/2016,8317.3286,5424.2886,
4567758,1,3836737,05/02/2016,379.0833,0,
4567793,1,3890730,25/04/2016,88.94,0,
4568178,6,3883625,29/03/2016,2729.3432,0,
4568309,1,3809331,11/03/2016,282.2094,0,
4569529,1,3756909,03/01/2016,2090.8692,0,
4569771,1,3810992,22/12/2015,3410.9292,14.7492,
4571067,1,3801781,04/02/2016,2067.5912,0,
4571637,1,3823762,15/05/2016,3108.1538,0,
4571887,1,3806307,03/04/2016,771.8723,0,
4572343,1,3729649,12/07/2015,2947.57226,0,
4572534,1,3803343,15/05/2016,52.5907,0,
4573154,1,3892879,03/11/2016,0,2405.9,
4573172,1,3826292,22/01/2016,876.68,0,
4573266,1,3848716,19/03/2016,1325.5308,0,
4573668,1,3813350,12/04/2016,6553.5442,0,
4575014,1,3791125,01/02/2016,244.63,0,
4575364,1,3827264,28/01/2016,21434.6286,0,
4575587,1,3850635,07/05/2016,51.5493,0,
4575800,1,3707303,28/08/2015,731.011545,0,
4576102,1,3911924,24/12/2016,0,2455,
4576758,1,3865996,02/10/2016,2461.7241,0,
4576910,1,3790815,11/06/2015,1391.1251564,0,
4577248,1,3720991,11/09/2015,1845.8104302,0,
4578080,1,3835599,07/05/2016,1183.0364,0,
4578123,1,3831056,27/04/2016,1735.2507,0,
4578242,1,3909873,06/08/2016,1034.17,0,
4578305,1,3869627,02/08/2016,0,387.8056,
4578475,1,3850965,29/05/2016,706.0102,0,
4578526,1,3934707,30/09/2016,7038.9693,0,
4579000,1,3777318,22/09/2015,1618.8202716,0,
4579374,1,3800280,29/01/2016,1473.2091,0,
4579763,1,3845364,06/05/2016,2952.7542,0,
4579793,1,3834663,27/05/2016,10093.1193,0,
4580423,1,3980262,10/12/2016,0,2455,
4580530,1,3813972,15/01/2016,948.618,0,
4581272,1,3952995,23/09/2016,612.3125,0,
4581319,1,3856132,08/08/2016,802.58,0,
4581463,1,3823330,01/01/2016,595.0791,0,
4582708,1,3800535,10/11/2015,50.8276098,0,
4583162,1,3906308,10/07/2016,698.32,0,
4584259,1,3786020,21/12/2015,3009.92,0,
4584867,1,3693698,28/07/2015,1016.4163878,0,
4585705,1,3756554,02/10/2015,3781.955534,0,
4586274,1,3888256,30/08/2016,585.0404,0,
4586301,1,3835784,06/06/2016,4528.05,7.089,
4586564,1,3866348,29/05/2016,967.1718,0,
4586606,1,3894551,12/07/2016,2925.3392,0,
4586801,1,3809655,30/04/2016,853.2272,0,
4587924,1,3805574,15/05/2016,1905.96,0,
4589278,1,3728242,13/07/2015,1906.651395,0,
4590809,1,3856206,11/05/2016,1228.2928,0,
4590972,1,3891810,01/11/2016,0,2504.1,
4591473,1,3882873,29/05/2016,11686.5686,2.93,
4591719,1,3799063,12/01/2016,2050.5672,0,
4591733,1,3887802,11/08/2016,51.5493,3259.1892,
4591752,1,3881483,30/10/2016,581.0211,0,
4591780,1,3878119,26/06/2016,1698.5232,0,
4591830,1,3903129,21/05/2016,51.5493,2378.9007,
4592356,1,3835919,03/08/2016,845.7008,0,
4592549,1,3898907,22/05/2016,5871.2247,0.4653,
4592582,1,3930759,11/10/2016,1492.95,1678.6705,
4593334,1,3804139,27/04/2016,1734.5493,0,
4593447,1,3837167,19/02/2016,6013.1313,0,
4594762,1,3762875,04/12/2015,2816.3446,0,
4595540,1,3830640,27/03/2016,6710.3246,0,
4595952,1,3773836,21/01/2016,15320.8213,0,
4596510,1,3906564,22/08/2016,3086.09,2.9886,
4596526,1,3715392,15/10/2015,7434.49862,0,
4596613,1,3968660,18/12/2016,0,2430.45,
4596787,1,3813213,21/04/2016,3204.85,0,
4596825,1,3868027,03/08/2016,1022.7591,1436.1291,
4596860,1,3769701,15/02/2016,2429.0966,0,
4597204,1,3946512,22/11/2016,51.0286,2402.93,
4598197,1,3944035,28/11/2016,51.0286,737.8714,
4600399,1,3864143,15/06/2016,51.5493,0,
4600621,1,3857444,23/04/2016,4025.5974,0,
4600754,1,3859904,24/05/2016,5131.6585,0,
4600758,1,3954153,27/09/2016,719.8876,0,
4600828,1,3808567,06/01/2016,2702.39,0,
4600899,1,3943260,22/10/2016,121.7799,52.07,
4601443,1,3756678,20/11/2015,1097.1855378,0,
4601453,1,3863928,12/07/2016,4137.768,0,
4602805,1,3868254,15/10/2016,7788.2211,0,
4602930,1,3837877,05/01/2016,933.3027,0,
4603100,1,3808624,28/01/2016,1368.2,0,
4603461,1,3906902,16/10/2016,1854.0522,0,
4603500,1,3821435,09/02/2016,530.1252,0,
4603836,1,3839078,14/01/2016,7694.3493,0,
4604167,1,3788566,11/04/2016,1466.19,0,
4605556,1,3893459,15/10/2016,0,2479.55,
4606228,1,3882716,16/08/2016,1505.2016,0,
4606558,5,3824090,20/05/2016,1303.4736,0,
4606570,1,3921448,19/12/2016,0,2455,
4606578,19,3904928,27/11/2016,0,2405.9,
4606758,11,3902543,26/10/2016,656.4432,0,
4606883,30,3821699,22/05/2016,4001.5206,0,
4606983,1,3842023,08/07/2016,567.4494,0,
4607500,28,3906446,28/11/2016,0,2405.9,
4607764,13,3800587,28/02/2016,1126.4414,0,
4608105,1,3895748,19/11/2016,0,2430.45,
4608386,11,3881470,24/05/2016,695.54,1777.0546,
4608593,1,3900797,28/10/2016,243.1737,0,
4608612,20,3784186,24/12/2015,337.788,0,
4609572,1,3919084,10/07/2016,10119.37,0,
4609777,1,3824573,24/03/2016,99.55,0,
4609778,2,3948138,23/09/2016,3653.5653,65.1753,
4609819,12,3809511,06/02/2016,303.4848,0,
4609872,1,3953964,28/12/2016,0,2455,
4609875,19,3937889,20/11/2016,0,2479.55,
4609981,1,3922632,30/07/2016,1806.2941,0,
4610219,1,3815943,24/05/2016,1824.1641,0,
4610270,1,3899224,25/10/2016,870.8139,0,
4610359,1,3922184,24/10/2016,2063.7027,0,
4610451,1,3913858,23/06/2016,830.1249,0,
4610842,8,3897555,20/08/2016,664.6103,0,
4610947,1,3897862,07/05/2016,462.48,0,
4611057,1,3932404,20/11/2016,2161.4505,2.8714,
4611269,1,3822839,24/03/2016,52.5907,0,
4611307,1,3923272,01/10/2016,371.2255,0,
4611531,1,3878377,11/05/2016,17715.7737,1,
4611706,1,3914279,20/08/2016,1215.8958,0,
4611760,18,3913159,06/08/2016,1081.4171,0,
4611854,1,3836028,21/12/2015,4578.1484,0,
4611910,1,3767594,18/08/2015,51.8544302,0,
4612037,1,3914964,21/07/2016,3210.51,0,
4612203,1,3809011,02/02/2016,1733.18,0,
4613463,7,3897721,14/06/2016,208.73,0,
4613933,39,3827770,20/12/2015,1648.4412,0,
4614270,6,3969786,16/11/2016,347.1673,0,
4615191,1,3852279,23/04/2016,1147.7466,0,
4615296,1,3922163,08/11/2016,52.5907,2450.9886,
4616160,1,3949065,22/10/2016,51.0286,2426.9593,
4616259,1,3863662,14/05/2016,0,2479.55,
4617032,1,3886490,16/05/2016,2525.6262,0,
4618252,1,3915094,25/10/2016,2632.2,177.76,
4618513,1,3760959,25/01/2016,51.5493,0,
4618581,1,3828801,20/06/2016,858.1162,0,
4618661,1,3863974,12/06/2016,2530.703,24.123,
4619021,1,3867564,08/08/2016,856.682,1567.318,
4619654,1,3825014,18/01/2016,987.2144,0,
4619928,1,3852765,09/04/2016,3671.7912,0,
4620895,1,3774829,04/03/2016,411.1786,0,
4621968,1,3819478,02/05/2016,2539.8066,0,
4622216,1,3883306,09/10/2016,3136.6962,0,
4623002,1,3877143,17/10/2016,52.07,2378.9007,
4623428,1,3869608,16/04/2016,486.2847,0,
4623787,1,3790924,11/10/2015,4090.9819114,0,
4624319,1,3834157,24/05/2016,1867.8627,0,
4624868,1,3799806,26/11/2015,13176.96833,0,
4625045,1,3869111,17/05/2016,4072.0878,0,
4625221,1,3899332,17/10/2016,51.0286,2354.8714,
4625484,1,3928627,07/09/2016,1272.138,0,
4626096,1,3839044,28/02/2016,2242.4292,0,
4626109,1,3858369,30/04/2016,6739.7502,1418.5752,
4626345,1,3752899,11/08/2015,1720.359159,0,
4627434,1,3931735,16/11/2016,51.0286,2426.9593,
4627504,1,3825755,18/06/2016,1333.87,0,
4627773,1,3898181,01/12/2016,0,2504.1,
4628812,1,3734827,22/10/2015,1890.92478,0,
4629112,1,3877910,06/06/2016,282.7496,0,
4629170,1,3940255,19/10/2016,0,1497.7088,
4629235,1,3779656,22/01/2016,1452.17,0,
4629302,1,3884090,05/06/2016,0,2405.9,
4629489,1,3887341,29/06/2016,1026.9322,2.93,
4629544,1,3849526,27/03/2016,3450.6094,0,
4629685,1,3854389,21/06/2016,117.5706,0,
4630050,1,3924158,16/07/2016,742.95,0,
4630291,1,3864253,24/08/2016,1571.8329,0,
4631481,1,3905186,18/09/2016,3528.5663,302.8886,
4631715,1,3921225,19/12/2016,0,2504.1,
4631928,1,3760248,26/01/2016,1470.9212,0,
4632151,1,3828650,22/05/2016,632.7684,0,
4632163,1,3821118,10/05/2016,3375.2763,3.009,
4632766,1,3957317,21/11/2016,51.5493,2402.93,
4633891,1,3843865,13/02/2016,950.81,0,
4634248,1,3961612,26/10/2016,898.611,1568.811,
4634504,1,3831857,17/04/2016,2232.19,0,
4634864,1,3796057,27/12/2015,440.0847,0,
4634974,1,3910299,05/11/2016,51.0286,0,
4635938,1,3778895,26/12/2015,1668.8925,0,
4635942,1,3792289,07/02/2016,3024.5561,0,
4636040,1,3891098,13/08/2016,8657.4,2.9205,
4636053,1,3779956,09/02/2016,51.0286,0,
4636587,1,3821935,19/03/2016,51.5493,0,
4636721,1,3876253,02/08/2016,2950.2693,0,
4636751,1,3957456,13/10/2016,3935.89,2.93,
4637756,1,3819510,06/02/2016,437.6633,0,
4638094,1,3870897,10/09/2016,2163.3381,0,
4638821,1,3921538,28/07/2016,1649.57,805.43,
4639026,1,3868103,31/07/2016,1028.685,0,
4639402,1,3914785,06/09/2016,4185.3834,162.6114,
4639481,1,3733942,20/09/2015,1054.0676322,0,
4639792,1,3927363,10/11/2016,2307.7389,173.5122,
4640041,1,3886959,14/06/2016,768.1311,0,
4640305,1,3873266,27/04/2016,2356.1505,0,
4641013,1,3804759,23/05/2016,3651.1398,0,
4641267,1,3814747,01/04/2016,5340.9204,2.9886,
4641536,1,3908589,20/08/2016,1008.1071,0,
4642527,1,3753047,10/01/2016,1813.4651,0,
4642536,1,3885495,11/06/2016,1668.0554,0,
4644445,1,3832415,10/05/2016,606.3939,0,
4644793,1,3854415,03/09/2016,51.5493,23232.9593,
4644869,1,3885787,15/04/2016,1170.5463,0,
4645968,1,3774522,29/11/2015,8053.0627996,0,
4646136,1,3897512,28/11/2016,51.5493,2450.9886,
4646186,1,3916020,03/09/2016,833.1389,0,
4646226,1,3869748,11/10/2016,1415.414,1032.528,
4646548,1,3902353,09/12/2016,0,2479.55,
4646633,1,3830710,24/12/2015,15166.8367,0,
4647320,1,3985014,27/12/2016,0,2405.9,
4647395,1,3938633,09/11/2016,860.64,52.07,
4647905,4,3825764,29/06/2016,1021.79,0,
4648289,1,3806750,28/02/2016,2284.2526,0,
4648635,1,3894410,25/03/2016,363.9333,0,
4649270,1,3890281,11/10/2016,414.4518,0,
4649678,1,3780035,24/02/2016,5630.22,0,
4650378,1,3886493,08/05/2016,758.81,0,
4650712,1,3813297,18/06/2016,998.4961,0,
4650721,1,3743173,26/08/2015,3142.4879622,0,
4651083,1,3868328,23/05/2016,101.0988,0,
4651133,1,3858139,03/10/2016,52.5907,2426.9593,
4651519,1,3781725,17/09/2015,267.0546978,0,
4651591,1,3933113,20/09/2016,425.4426,1984.7548,
4652275,12,3826502,12/06/2016,1070.7313,1408.8187,
4652573,1,3842018,02/01/2016,7558.23,0,
4652788,1,3872221,25/06/2016,855.46,0,
4653553,1,3859935,25/01/2016,3681.1167,2.9593,
4654028,1,3829936,28/11/2015,3093.4,61.6,
4654717,1,3859201,02/02/2016,1888.6596,0,
4655003,1,3872015,15/09/2016,6641.2146,0,
4655250,1,3828729,08/06/2016,5211.4146,0,
4655672,1,3979958,03/11/2016,0,2405.9,
4655730,1,3805893,03/02/2016,19974.8407,0,
4655936,14,3842989,16/01/2016,1039.37,0,
4656003,1,3871638,06/07/2016,1174.1576,1244.3112,
4657273,1,3792988,02/10/2015,1199.9238966,0,
4657547,1,3842122,13/01/2016,2610.1712,0,
4658758,1,3894587,26/11/2016,2390.1416,16.2408,
4659344,1,3866850,12/08/2016,2435.89,0,
4659506,1,3861510,03/08/2016,9918,0,
4659716,1,3930149,16/10/2016,4443.4368,0,
4659966,1,3831429,24/07/2016,37265.1822,738.8514,
4661471,1,3878949,01/06/2016,1895.1828,0,
4661517,12,3882198,31/03/2016,650.1026,0,
4661742,1,3837882,15/06/2016,2342.57,0,
4662152,3,3823849,26/12/2015,51.5493,0,
4662480,1,3893286,19/11/2016,52.5907,2402.93,
4662794,1,3932015,16/11/2016,0,2430.45,
4662800,1,3919008,29/08/2015,405.8082,6522.9,
4662839,1,3920593,15/10/2016,52.07,5497.4007,
4662915,1,3853778,01/02/2016,52.5907,0,
4663293,1,3799417,12/01/2016,1116.2592,0,
4663488,1,3791323,25/01/2016,4877.9667,0,
4664967,1,3783198,28/03/2016,1843.9938,0,
4665671,1,3823298,02/04/2016,52.5907,2402.93,
4665925,1,3801936,29/01/2016,6715.0286,0,
4666453,1,3845418,17/04/2016,1106.5661,0,
4666492,1,3777476,12/01/2016,5033.6481,0,
4666556,1,3901865,07/08/2016,7092.3286,0,
4666623,17,3791632,10/03/2016,2072.0898,0,
4667036,1,3895197,08/07/2016,4673.7851,0,
4667255,1,3900966,20/06/2016,52.07,2426.9593,
4667558,1,3805134,13/02/2016,2012.9175,0,
4668142,1,3838218,28/01/2016,10885.2226,0,
4668531,1,3863952,26/08/2016,1844.2,616.908,
4668559,1,3858073,11/04/2016,1278.5355,0,
4668963,1,3876383,24/08/2016,51.5493,2450.9886,
4669003,1,3970447,01/12/2016,0,2405.9,
4669709,1,3782134,22/01/2016,666.7111,0,
4669889,1,3922866,21/09/2016,1694.4642,0,
4669957,1,3825531,15/04/2016,1391.0218,0,
4670042,1,3804024,10/02/2016,2403.5319,0,
4670143,1,3948019,15/09/2016,889.1232,0,
4670511,1,3888313,12/10/2015,599.8491,0,
4670650,1,3915162,31/10/2016,0,2455,
4670963,1,3819864,14/03/2016,3086.7115,0,
4671065,1,3939231,27/08/2016,51.0286,2402.93,
4671875,1,3840343,05/04/2016,2023.6057,0,
4672069,1,3809481,16/05/2016,-335.4318,404.4843,
4672166,1,3923808,15/07/2016,8743.6286,0,
4672292,15,3881214,26/05/2016,3338.39,0,
4672709,1,3924821,22/10/2016,0.2424,2430.2124,
4673108,1,3730172,31/10/2015,782.19758,0,
4673137,1,3778992,20/11/2015,852.2309862,0,
4673380,1,3767769,24/01/2016,19729.4286,0,
4673462,1,3845958,16/07/2016,991.8286,0,
4673635,1,3844453,10/07/2016,262.1253,0,
4673653,1,3914563,14/12/2016,0,2405.9,
4674124,1,3907107,14/06/2016,6972.939,0,
4674136,1,3777572,21/02/2016,1350.62,0,
4674141,1,3939056,29/08/2016,10762.661,0,
4674643,1,3808950,10/02/2016,1030.6395,0,
4675192,1,3730932,17/11/2015,3109.2544098,0,
4675410,1,3858100,09/02/2016,342.4022,0,
4675600,1,3908873,06/12/2016,0,994.3878,
4675975,1,3835890,06/08/2016,51.5493,0,
4676639,1,3866995,13/06/2016,290.0506,0,
4676789,1,3822350,21/03/2016,1197.9912,0,
4678268,1,3873099,01/06/2016,1307.99,0,
4678712,1,3928848,19/11/2016,51.5493,2402.93,
4678980,1,3921619,20/09/2016,717.3796,0,
4679267,1,3778270,10/01/2016,21.2157,0,
4679585,1,3882656,24/05/2016,52.5907,0,
4680242,1,3826060,16/07/2016,51.0286,238.7135,
4680264,1,3801772,07/05/2016,12864.4796,0,
4680326,1,3836780,13/12/2015,2672.3424,0,
4680676,1,3938626,09/10/2016,3138.17,0,
4680703,1,3853895,02/02/2016,309.484,0,
4681280,1,3919163,25/07/2016,3676.29,2.93,
4682269,1,3848880,23/05/2016,1643.8457,0,
4682571,1,3804878,14/11/2015,77.3742816,0,
4683226,1,3795444,14/03/2016,1961.5,0,
4683281,1,3821795,14/02/2016,51.5493,4554.99,
4683360,1,3848124,14/05/2016,793.996,1677.696,
4684055,1,3834055,02/04/2016,778.8211,0,
4684549,1,3914393,04/08/2016,2463.0606,0,
4685081,1,3844518,27/03/2016,1219.4919,0,
4685254,8,3958955,27/11/2016,52.07,467.5997,
4685311,1,3868441,21/09/2016,1804.3146,0,
4685590,1,3876982,06/10/2016,1149.0206,0,
4685671,1,3886408,23/10/2016,2155.52,52.5907,
4685713,1,3806715,21/03/2016,1336.6643,0,
4686326,1,3842494,16/02/2016,8682.1728,0,
4686781,1,3803406,10/03/2016,1001.1928,0,
4686845,1,3733514,16/10/2015,7362.2157654,0,
4686955,1,3880318,02/05/2016,550.35,0,
4687235,1,3963851,10/12/2016,0,2455,
4687858,1,3770849,06/03/2016,2735.1103,0,
4688036,7,3810373,04/12/2015,51.8544302,0,
4688287,1,3822040,06/11/2015,919.17,0,
4688841,1,3772694,21/02/2016,4477.4714,0,
4689098,1,3924543,31/10/2016,52.07,2402.93,
4690219,1,3811068,22/05/2016,1478.036,0,
4690436,1,3788879,16/11/2015,1476.6551996,0,
4691171,1,3889729,04/07/2016,1735.6284,0,
4691185,1,3874707,17/08/2016,28615.3907,0,
4691287,1,3773507,16/01/2016,2701.9,0,
4691360,1,3795341,04/03/2016,1362.1567,0,
4691834,1,3849462,12/06/2016,3669.33,0,
4691930,1,3924888,07/07/2016,52.07,2450.9886,
4692245,1,3878225,14/08/2016,1416.591,0,
4693105,1,3943120,21/09/2016,524.1395,0,
4693373,1,3862263,14/06/2016,4967.7961,35.6622,
4694046,1,3828253,14/07/2016,0,2405.9,
4694098,1,3823050,14/06/2016,6404.4372,0,
4694390,1,3963524,23/10/2016,0,10539.9,
4694870,1,3838403,22/04/2016,3803.4094,0,
4695156,1,3872838,10/08/2016,1716.759,0,
4695197,1,3908689,07/06/2016,8258.2953,2.9593,
4695593,1,3899564,12/07/2016,2648.7846,0,
4696003,1,3862235,10/06/2016,973.4634,0,
4696120,1,3848859,18/04/2016,1137.5327,0,
4696585,1,3970239,21/10/2016,237.4218,0,
4697177,1,3873452,29/06/2016,589.47,0,
4697318,1,3932731,18/10/2016,1587.2374,0,
4698596,1,3960895,14/12/2016,0,2405.9,
4698863,1,3958593,28/09/2016,1633.3911,797.0589,
4698919,1,3872888,10/09/2016,52.07,0,
4699297,1,3818796,27/01/2016,3140.23,0,
4699704,1,3855731,08/08/2016,3531.53,0,
4699990,1,3889818,06/08/2016,1111.5757,0,
4700273,1,3907734,08/11/2016,51.5493,2450.9886,
4700658,1,3859343,27/02/2016,1273.5696,0,
4701036,1,3877770,14/07/2016,791.2377,0,
4701119,1,3889670,14/06/2016,51.5493,0,
4701279,1,3877704,14/11/2016,2799.1746,0,
4701332,1,3864382,19/04/2016,712.75,0,
4701778,1,3831989,14/07/2016,2602.4427,0,
4701806,1,3883967,03/07/2016,5019.9633,84.33,
4702375,1,3894552,28/12/2016,0,2479.55,
4702529,1,3931084,08/08/2016,1035.8271,0,
4703594,1,3890815,24/08/2016,51.5493,2006.136,
4703743,1,3814675,18/05/2016,1479.86,0,
4704239,1,3859737,21/04/2016,273.1311,0,
4705423,1,3912886,09/11/2016,3664.7982,2.9593,
4705526,1,3873874,25/09/2016,1081.8126,0,
