NrPolicy,NrObject,NrClaim,Date_of_loss,Paid,Reserves,Settlement_date
3579762,1,3829027,21/03/2016,5988.5644,0,
3579870,1,3405889,02/01/2013,4271.1272604,0,
3580114,1,3898384,07/12/2016,0,2430.45,
3580736,1,3372127,22/02/2013,1920.5043748,0,
3581007,1,3726713,14/03/2015,680.57634,0,
3581015,1,3872271,12/09/2016,4345.6532,0,
3581033,1,3302247,12/09/2012,19315.737025,0,21/09/2015
3581073,1,3904946,16/07/2016,11404.0575,0,
3581265,1,3338239,24/10/2012,2938.8705684,0,23/10/2015
3582019,1,3577783,05/05/2014,901.11613,0,
3582323,1,3356052,29/01/2013,1688.3328726,0,
3582689,1,3857079,20/08/2016,1448.5622,1041.1956,
3582984,1,3657937,26/01/2015,108.7075836,0,
3586487,1,3599306,09/04/2014,1901.5633644,0,
3586518,1,3339584,03/11/2012,810.4862766,0,18/10/2015
3586996,1,3830361,12/04/2016,580.5278,0,
3587393,1,3565167,14/04/2014,4022.54874,0,
3587477,1,3235908,18/03/2012,1099.51296,0,24/03/2015
3588028,1,3469955,12/07/2013,23.8476,0,
3588606,1,3702873,25/09/2015,1638.1615,0,
3588646,1,3944207,03/12/2016,0,2455,
3589622,1,3405432,21/01/2013,725.5950372,0,
3589991,1,3252614,02/03/2012,9937.94373,0,18/03/2015
3590105,1,3601835,07/11/2014,6415.178735,0,
3590497,1,3587228,09/08/2014,6892.7463433,0,
3590671,1,3783144,22/03/2016,4483.8626,0,
3591048,1,3250633,31/01/2012,9737.5089396,0,13/01/2015
3591873,1,3278547,23/06/2012,252.0349104,0,13/06/2015
3591891,1,3512688,07/11/2013,3025.459724,0,
3592500,1,3526007,26/10/2013,1882.243223,0,
3592641,1,3521189,20/09/2013,1586.81826,0,
3593192,1,3337517,09/01/2013,163.8360592,0,
3593397,1,3368472,11/02/2013,1905.218348,0,
3593435,1,3896309,23/07/2016,4914.9058,0,
3593818,1,3579670,18/04/2014,47.2882438,0,
3594092,1,3280210,18/02/2012,2277.2473737,0,14/02/2015
3594309,1,3882521,15/05/2016,1079.7138,0,
3594925,1,3363141,21/12/2012,10015.462859,0,29/12/2015
3594999,1,3261972,12/01/2012,1057.54857,0,18/01/2015
3595765,1,3701316,04/08/2015,2495.3063996,0,
3596110,1,3468700,24/04/2013,1049.5749,0,
3596749,1,3508405,25/01/2014,2067.38448,0,
3597358,1,3821570,01/03/2016,2663.53,0,
3597850,1,3324155,11/10/2012,7260.1867998,0,16/10/2015
3598875,1,3210926,04/02/2012,1007.0695557,0,23/01/2015
3599366,1,3333990,24/11/2012,7950.4589164,0,15/11/2015
3599586,1,3774189,14/08/2015,1599.1069622,0,
3599638,1,3223796,01/02/2012,3114.33564,0,14/01/2015
3599941,1,3478917,25/11/2013,825.22334,0,
3600698,1,3766682,22/02/2016,1078.0437,0,
3600844,1,3589874,11/04/2014,1226.45023,0,
3600848,1,3407431,10/12/2012,1326.1864792,0,16/12/2015
3602043,1,3328338,07/07/2012,1956.3984804,0,22/07/2015
3603442,1,3817877,16/02/2016,1285.4674,0,
3604403,1,3281764,02/07/2012,938.32908,0,04/07/2015
3604457,1,3220505,08/01/2012,544.0914369,0,24/01/2015
3604523,1,3814733,08/04/2016,-225.6507,1594.22,
3605707,1,3876321,27/07/2016,453.2476,0,
3606226,1,3302193,24/07/2012,900.2199492,0,05/07/2015
3606753,1,3640940,06/03/2015,16241.13635,0,
3606813,1,3442484,05/07/2013,12616.841342,0,
3607147,1,3532768,07/10/2013,1574.30708,0,
3607343,1,3773194,07/02/2016,676.1997,0,
3607454,1,3630318,29/09/2014,2112.8659174,0,
3608472,1,3841448,26/04/2016,1730.0724,0,
3608539,1,3851840,23/03/2016,945.0243,0,
3608988,1,3427353,24/05/2013,1010.740104,0,
3609130,1,3893226,18/08/2016,5230.07,0,
3609883,1,3443150,28/07/2013,5127.528812,0,
3609970,1,3449395,20/04/2013,5620.05766,0,
3610045,1,3271467,26/02/2012,712.999287,0,06/02/2015
3610427,1,3675346,13/03/2015,2174.060855,0,
3611676,1,3800115,25/04/2016,813.959,1649.1,
3612807,1,3864973,07/03/2016,1434.1798,0,
3613182,1,3396141,30/10/2012,1858.5998508,0,11/11/2015
3613567,1,3398805,26/06/2013,1352.3411682,0,
3615797,1,3769504,29/01/2016,254.0934,0,
3615863,1,3346611,18/07/2012,2534.52254,0,04/08/2015
3616034,1,3844082,20/08/2016,1095.9106,0,
3616639,1,3209990,18/02/2012,4648.2378267,0,19/02/2015
3616986,1,3467187,02/07/2013,11237.06568,0,
3619318,1,3629323,20/09/2014,8291.202241,0,
3619693,1,3767479,19/02/2016,2079.1,0,
3620502,1,3849333,18/05/2016,1940.6746,0,
3620719,1,3214073,19/02/2012,6073.959177,0,31/01/2015
3621336,2,3522000,19/04/2014,1508.7605974,0,
3621473,1,3336678,15/12/2012,1501.2653436,0,10/12/2015
3621665,1,3287815,09/04/2012,1678.6174314,0,26/04/2015
3622251,1,3447860,24/04/2013,1522.6201672,0,
3622264,1,3865778,11/10/2016,1291.6792,0,
3622756,1,3671325,10/04/2015,4724.1312228,0,
3623129,1,3384434,18/02/2013,790.6691474,0,
3623459,1,3329029,21/06/2012,1177.1063382,0,07/07/2015
3623961,3,3870182,06/06/2016,292.9404,0,
3625191,1,3291115,05/04/2012,3194.8789782,0,19/04/2015
3627003,1,3942574,29/11/2016,0,2479.55,
3627189,1,3741787,24/08/2015,2583.3378978,0,
3627574,1,3936647,12/11/2016,878.962,298.9,
3627760,1,3349095,17/07/2012,1292.1291474,0,27/07/2015
3627980,1,3444803,03/09/2013,8892.9906726,0,
3628794,1,3917257,17/09/2016,1282.8212,0,
3629164,1,3623838,03/08/2014,3660.5960972,0,
3632253,1,3261678,30/05/2012,55.5485931,0,26/05/2015
3633403,1,3252255,03/03/2012,26332.02,0,14/03/2015
3633823,1,3918894,25/10/2016,0,2405.9,
3634573,1,3284217,11/01/2012,4372.0568892,0,09/01/2015
3635067,1,3839987,03/07/2016,1909.2262,0,
3635316,1,3321374,27/08/2012,4548.2549775,0,09/08/2015
3636275,1,3759281,05/01/2016,28,0,
3637748,1,3284844,18/01/2012,9826.1980362,0,11/01/2015
3640053,1,3433262,06/07/2013,6926.9108558,0,
3640152,1,3399193,03/05/2013,167.16942,0,
3640357,1,3909021,09/12/2016,0,2430.45,
3641025,1,3424238,20/01/2013,3563.15608,0,
3641041,1,3521429,14/10/2013,933.531082,0,
3642805,1,3258221,02/01/2012,6338.6661,0,30/12/2014
3645066,1,3374371,14/10/2012,578.450533,0,08/10/2015
3645133,1,3442447,22/10/2013,1489.48058,0,
3645263,1,3858327,13/06/2016,1263.0436,0,
3645683,1,3711564,19/04/2015,1205.485974,0,
3645687,1,3822536,10/03/2016,1488.6004,0,
3646358,1,3407211,10/11/2012,807.86589,0,12/11/2015
3646754,1,3359940,11/10/2012,1346.9721681,0,02/10/2015
3647255,1,3862426,21/02/2016,2921.3016,0,
3647287,1,3862707,20/02/2016,98.7679,0,
3647315,1,3664859,07/03/2015,1011.1991326,0,
3648066,1,3426949,22/04/2013,7066.1274376,0,
3648441,1,3499460,14/02/2014,2529.1284356,0,
3648676,1,3638452,14/08/2014,48.5736471,0,
3649995,1,3661089,15/05/2015,3826.5669372,0,
3650866,1,3621796,09/06/2014,1731.6918036,0,
3651147,408,3322199,24/08/2012,4982.3026088,0,08/09/2015
3654026,1,3370164,18/01/2013,826.9460892,0,
3655326,1,3843254,29/04/2016,1004.0296,0,
3655966,1,3381675,21/02/2013,7541.8499772,0,
3658123,1,3466584,24/07/2013,8685.6896709,0,
3661003,1,3829692,15/01/2016,1536.9574,0,
3662692,1,3223633,27/01/2012,863.2717002,0,30/01/2015
3662899,1,3796150,07/09/2015,8117.7290796,56.3607,
3663781,1,3812831,23/02/2016,52.07,8069.15,
3664557,1,3450659,30/06/2013,1159.30436,0,
3664924,1,3291257,23/05/2012,268.3963632,0,18/05/2015
3666243,1,3701592,06/05/2015,3980.8134234,0,
3666271,1,3346133,01/07/2012,1955.8790658,0,13/07/2015
3666669,1,3844149,22/03/2016,27768.0007,573.1686,
3666861,1,3817987,04/02/2016,989.86,0,
3667130,1,3334302,12/08/2012,3167.02386,0,12/08/2015
3667300,1,3807711,07/02/2016,1778.1252,0,
3667783,1,3472714,29/06/2013,15783.904657,0,
3668459,1,3906462,21/10/2016,4629.7895,1.01,
3668524,1,3511638,07/11/2013,3130.166061,0,
3668725,1,3533173,02/12/2013,74.73828,0,
3668824,1,3848648,22/01/2016,7370.25,0,
3669932,1,3268351,28/05/2012,1757.9544294,0,11/05/2015
3671115,1,3816312,29/01/2016,30.25,0,
3671621,1,3842656,31/07/2016,2933.2117,0.0101,
3671668,1,3735831,04/07/2015,464.601555,0,
3671686,1,3479116,28/10/2013,716.68613,0,
3671830,1,3244067,10/02/2012,5294.8294035,0,26/02/2015
3672326,1,3559143,25/03/2014,2328.4149966,0,
3672747,1,3835176,09/06/2016,3665.0493,0,
3673006,1,3431739,18/04/2013,1497.005829,0,
3674294,1,3421318,18/03/2013,2380.4337744,0,
3674607,1,3441919,09/10/2013,7557.8525432,0,
3674937,1,3958413,01/11/2016,1444.7062,0,
3675321,1,3809662,04/02/2016,2074.66,0,
3677321,1,3516258,15/09/2013,13498.278978,0,
3677377,1,3463696,10/05/2013,9979.6617756,0,
3677397,1,3873305,24/10/2016,52.5907,0,
3677494,1,3667821,18/12/2014,4115.12222,0,
3678024,1,3332791,15/10/2012,1297.8166498,0,19/10/2015
3678121,1,3801186,21/12/2015,1025.0212,0,
3678858,1,3288017,11/09/2012,4712.7785067,0,06/09/2015
3679142,1,3354915,05/02/2013,2059.13851,0,
3679598,1,3483578,06/09/2013,7650.9698568,0,
3680243,1,3260138,24/01/2012,700.3234056,0,13/01/2015
3680673,1,3342716,31/05/2012,1354.4113869,0,10/05/2015
3683042,1,3878995,20/03/2016,3611.8467,0,
3683606,1,3590542,15/06/2014,1880.5491852,0,
3684698,1,3274018,24/05/2012,3488.07381,0,28/05/2015
3685346,1,3633368,18/02/2015,416.7410894,0,
3686055,1,3829408,12/06/2016,1905.2,0,
3686478,1,3411979,26/02/2013,10594.712201,0,
3688132,1,3395124,22/12/2012,639.7259,0,05/12/2015
3689493,1,3399255,11/11/2012,5777.81981,0,19/11/2015
3691665,1,3455418,08/10/2013,3201.3059081,0,
3691976,1,3346766,09/12/2012,1118.94159,0,19/12/2015
3692284,1,3362939,17/12/2012,4188.7106492,0,23/12/2015
3692572,1,3785322,31/03/2016,10896.9607,0,
3693846,1,3899716,24/05/2016,274.07,0,
3694645,1,3277902,13/04/2012,322.25895,0,25/03/2015
3694676,1,3652021,23/09/2014,942.9385957,0,
3696333,1,3445185,10/04/2013,1413.2813042,0,
3697922,1,3823489,12/02/2016,341.6966,0,
3698748,1,3916970,22/06/2016,52.07,2402.93,
3699354,1,3301336,23/10/2012,1888.67562,0,04/11/2015
3699705,1,3852119,05/07/2016,3484.88,0,
3699905,1,3510817,01/01/2014,134.2445544,0,
3700133,1,3826066,22/06/2016,1936.8162,0,
3700579,1,3492032,15/02/2014,2432.95239,0,
3702177,1,3517843,21/03/2014,5404.5295031,0,
3704031,1,3419929,05/02/2013,5892.8464672,0,
3704249,1,3287349,07/03/2012,951.10821,0,18/02/2015
3704745,1,3827930,11/01/2016,396.23,0,
3705107,1,3702468,23/08/2015,106.727684,0,
3706468,1,3769671,31/12/2015,4819.8008,0,
3706738,1,3484682,09/02/2014,48.7358431,0,
3707219,1,3423524,25/01/2013,6370.027686,0,
3707318,1,3596170,13/04/2014,1911.9386456,0,
3707647,1,3420591,11/04/2013,6021.2336778,0,
3708003,1,3889297,12/09/2016,3848.6959,0,
3708494,1,3224480,10/02/2012,1343.052711,0,06/02/2015
3711497,1,3472515,26/05/2013,1136.48574,0,
3711818,1,3234633,21/02/2012,8795.457,0,02/03/2015
3711986,1,3819790,01/07/2016,5383.14,0,
3712798,1,3685257,16/01/2015,3036.65658,0,
3713047,1,3338731,27/08/2012,2318.1832674,0,26/08/2015
3713900,1,3224326,16/02/2012,591.9252822,0,03/03/2015
3713947,1,3590498,05/11/2014,2230.7935216,0,
3716644,1,3442646,03/05/2013,1791.5388282,0,
3716678,1,3847486,26/02/2016,2766.3342,0,
3716845,1,3367748,19/02/2013,2065.5875394,0,
3716943,1,3800007,09/01/2016,2478.5082,0,
3718347,1,3540996,26/01/2014,2497.884956,0,
3719172,47,3783368,21/02/2016,6483.8074,0,
3721016,1,3257083,30/05/2012,3842.6077404,0,12/06/2015
3721149,1,3805680,28/02/2016,2921.08,0,
3722012,1,3544167,18/06/2014,370.9943174,0,
3722050,1,3236518,13/02/2012,1904.7403284,0,31/01/2015
3722111,1,3853595,27/04/2016,368.9532,0,
3722349,1,3206252,28/02/2012,3383.0639388,0,13/02/2015
3722367,1,3316553,21/07/2012,653.5395789,0,06/07/2015
3722828,1,3374819,31/03/2013,342.88562,0,
3723974,1,3297227,30/03/2012,10741.98918,0,09/04/2015
3724350,1,3594367,20/06/2014,76.8654513,0,
3724564,1,3293920,31/01/2012,5238.3552,0,15/02/2015
3725825,1,3742318,14/12/2015,774.98102,0,
3725982,1,3362879,14/11/2012,2022.9607948,0,01/12/2015
3726031,1,3238945,20/02/2012,506.54682,0,18/02/2015
3726390,45,3897205,08/06/2016,5970.1807,0,
3727530,1,3838665,19/02/2016,2695,0,
3727742,1,3239178,18/05/2012,10179.13923,0,30/04/2015
3728117,1,3707178,11/09/2015,193.84282,0,
3728216,1,3262122,30/06/2012,4298.21262,0,25/06/2015
3728588,1,3353311,01/08/2012,3567.3167478,0,01/08/2015
3729243,1,3353702,09/09/2012,3902.7165606,0,27/09/2015
3730920,1,3315498,11/10/2012,5574.3210666,0,09/10/2015
3731391,1,3830056,16/07/2016,210.2517,0,
3731731,1,3879606,03/04/2016,680.02,0,
3732363,1,3265652,16/03/2012,2178.6873966,0,27/02/2015
3733210,1,3295593,06/03/2012,1720.7970234,0,04/03/2015
3736081,1,3208054,30/01/2012,1795.245309,0,17/02/2015
3736683,1,3634749,10/11/2014,11259.602484,0,
3737222,1,3562646,30/12/2013,1835.3193012,0,
3737353,1,3424775,25/05/2013,49.3764558,0,
3737409,1,3205599,12/02/2012,2772.78105,0,21/02/2015
3737453,1,3889029,16/07/2016,52.5907,0.101,
3737523,1,3242721,07/05/2012,2240.01102,0,23/04/2015
3738308,1,3921576,17/08/2016,1263.9844,0,
3738685,1,3432259,26/03/2013,9962.0125,0,
3739085,1,3937706,03/12/2016,0,2455,
3739125,1,3927658,04/10/2016,5362.9687,0,
3740423,1,3678677,27/05/2015,777.3397038,0,
3740446,1,3350727,19/01/2013,1285.72488,0,
3740764,164,3527453,03/03/2014,1079.373042,0,
3741127,131,3277029,15/07/2012,4254.19764,0,13/07/2015
3741509,165,3870983,24/05/2016,735.0651,204.7169,
3741632,137,3661061,29/01/2015,50.3141996,0,
3742289,1,3478715,30/07/2013,237.3976,0,
3742865,1,3673683,26/04/2015,3547.3649372,0,
3743280,1,3294539,19/02/2012,1106.1121656,0,09/03/2015
3743393,1,3234607,15/01/2012,2524.8111603,0,21/01/2015
3743511,1,3801241,24/04/2016,220.6372,0,
3743680,203,3910275,30/10/2016,3400.4916,0,
3743745,146,3824430,05/04/2016,5367.285,0,
3743960,182,3913332,30/10/2016,1443.0678,0,
3744168,1,3654173,20/03/2015,4752.76627,0,
3744207,1,3804146,08/02/2016,4022.1552,0,
3745168,47,3319169,22/07/2012,2255.993124,0,05/07/2015
3745463,155,3753418,04/09/2015,202.99384,0,
3745749,1,3327479,10/07/2012,3498.7403334,0,07/07/2015
3746273,1,3306854,18/08/2012,1649.8805895,0,29/07/2015
3746329,1,3420763,19/08/2013,4388.570536,0,
3747839,1,3689879,19/04/2015,3239.4325908,0,
3747859,1,3321081,02/12/2012,7328.789226,0,14/11/2015
3748001,115,3301705,20/03/2012,836.7030789,0,26/03/2015
3748392,11,3755513,02/01/2016,5474.3486,0,
3748405,1,3936566,28/08/2016,1747.4086,0,
3748587,5,3846127,02/08/2016,1283.653,0,
3749353,1,3678080,24/02/2015,1565.80726,0,
3749372,1,3325773,17/08/2012,1736.6586198,0,18/08/2015
3749613,1,3254285,10/04/2012,7611.6533922,0,18/04/2015
3750131,1,3296172,19/07/2012,826.352709,0,12/07/2015
3750450,1,3721249,31/08/2015,1995.14638,0,
3750673,1,3562481,25/02/2014,1226.4851998,0,
3750861,2,3537634,01/04/2014,800.2297314,0,
3751812,1,3549504,27/03/2014,3472.52622,0,
3752110,1,3826212,19/06/2016,1805.0821,0,
3752227,1,3531438,23/05/2014,1179.532237,0,
3752277,1,3939909,10/09/2016,294.2082,0,
3752736,1,3361522,21/11/2012,2134.23474,0,04/12/2015
3752847,1,3793785,07/04/2016,52.5907,0,
3752959,1,3387829,19/02/2013,1810.4482,0,
3753001,1,3430642,02/09/2013,2243.7294236,0,
3753461,1,3744897,04/09/2015,50.3141996,127.1452,
3755509,1,3666461,16/04/2015,4508.63778,0,
3755923,1,3672304,05/04/2015,7423.4971602,0,
3756376,1,3642105,22/03/2015,1993.4585916,0,
3756851,1,3689474,06/07/2015,3699.39746,0,
3757287,1,3772977,19/02/2016,1374.2363,0,
3757524,1,3362597,23/02/2013,4318.58416,0,
3758006,1,3596454,11/07/2014,1221.9525724,0,
3758611,1,3480578,01/08/2013,34222.219719,0,
3758650,1,3274715,14/02/2012,678.013245,0,22/02/2015
3759315,1,3376548,02/04/2013,471.5074809,0,
3759780,1,3529678,29/10/2013,3411.737075,0,
3761260,1,3668611,27/04/2015,6114.9037414,0,
3761518,1,3399867,09/02/2013,781.9816312,0,
3761704,1,3466093,04/09/2013,4671.30802,0,
3762148,1,3905317,08/06/2016,2441.5034,0,
3763009,1,3425530,23/08/2013,3678.42404,0,
3763044,1,3371796,21/12/2012,5158.9516088,0,08/12/2015
3763206,35,3314377,12/10/2012,2495.1341349,0,25/09/2015
3763424,1,3561456,09/04/2014,1146.9361988,0,
3763495,1,3327864,15/09/2012,605.2179042,0,03/09/2015
3763955,1,3570931,14/07/2014,1374.4487652,0,
3764343,1,3781878,02/03/2016,490.6958,0,
3765216,7,3308161,08/09/2012,4528.7419593,0,08/09/2015
3765322,1,3392252,17/01/2013,425.72409,0,
3765769,44,3338700,30/10/2012,2569.54918,0,11/10/2015
3765802,1,3790670,21/03/2016,51.5493,2378.9007,
3765926,10,3475909,13/06/2013,14860.470668,0,
3766024,1,3607344,03/06/2014,1176.98151,0,
3767382,1,3895472,16/10/2016,1186.35,338.1147,
3767626,1,3505244,05/12/2013,2573.36225,0,
3767723,1,3814332,23/05/2016,565.84,0,
3768146,1,3403382,21/04/2013,5543.6891664,0,
3768621,1,3445681,03/08/2013,2931.6127,0,
3768921,44,3334810,09/08/2012,1888.5866376,0,15/08/2015
3769554,25,3362214,03/10/2012,1166.0416911,0,20/09/2015
3769835,1,3562022,20/01/2014,1145.1170346,0,
3770003,1,3824066,01/06/2016,6065.2592,0,
3770018,1,3366055,24/03/2013,6705.3722846,0,
3770353,1,3453538,14/04/2013,4841.55848,0,
3770376,1,3794858,30/12/2015,2030.2072,0,
3770500,1,3694393,21/02/2015,51.34102,0,
3770572,1,3568811,19/02/2014,956.2844313,0,
3771096,1,3501558,20/11/2013,3273.7184396,0,
3772073,47,3381193,17/09/2012,391.26296,0,11/09/2015
3772832,1,3862129,31/03/2016,219.6548,2204.3452,
3773500,1,3527771,16/03/2014,184.1436366,0,
3773549,1,3846851,31/03/2016,4610.4,0,
3773987,1,3202857,02/02/2012,773.8621605,0,13/02/2015
3774071,1,3298514,15/02/2012,2388.1587366,0,03/03/2015
3774282,1,3374900,02/04/2013,310.1576324,0,
3774592,1,3228834,20/02/2012,1061.493537,0,12/02/2015
3774859,1,3462338,19/10/2013,954.077922,0,
3775257,1,3321989,30/10/2012,1905.2246444,0,06/11/2015
3775895,1,3615655,09/09/2014,2686.76654,0,
3776013,1,3205690,01/01/2012,531.92373,0,02/01/2015
3776354,1,3356100,01/12/2012,342.7582928,0,11/12/2015
3777941,1,3258218,21/03/2012,966.863898,0,07/03/2015
3778199,1,3483885,19/05/2013,744.26946,0,
3778279,1,3235704,03/01/2012,646.1877708,0,06/01/2015
3778298,1,3524144,02/02/2014,4781.458024,0,
3778648,1,3412777,09/04/2013,1467.4114664,0,
3778686,1,3626049,17/02/2015,1426.7441826,0,
3779752,1,3535698,10/05/2014,816.43547,0,
3780229,1,3531738,18/04/2014,456.7872177,0,
3781268,1,3538452,09/11/2013,5569.3222695,0,
3781405,1,3264477,19/03/2012,936.72111,0,10/03/2015
3781856,1,3773093,21/02/2016,3085.07,0,
3782364,1,3485229,24/05/2013,1545.33478,0,
3782394,1,3267533,05/01/2012,423.2650968,0,27/12/2014
3782456,1,3966198,22/11/2016,51.5493,2402.93,
3782990,1,3628724,10/09/2014,2305.6464123,0,
3783085,1,3407696,28/11/2012,813.0211342,0,26/11/2015
3783678,1,3406153,01/04/2013,7826.272454,0,
3783870,1,3703758,10/03/2015,9395.02502,0,
3783992,4,3470374,20/11/2013,12229.4102,0,
3784536,1,3568148,16/06/2014,20320.979444,0,
3785062,1,3938794,02/12/2016,1513.81,960.0138,
3785633,1,3716992,21/07/2015,3679.1136882,0,
3785712,1,3829704,16/01/2016,2438.8369,0,
3786092,1,3268488,29/06/2012,11342.69292,0,30/06/2015
3786768,1,3461619,09/07/2013,1864.05808,0,
3787045,1,3502488,10/11/2013,6725.8486918,0,
3787992,1,3645036,16/08/2014,1881.5520682,0,
3788847,1,3715807,02/10/2015,7858.40498,0,
3788877,1,3614059,27/05/2014,2479.5829971,0,
3789177,1,3285609,01/02/2012,1899.9869031,0,26/01/2015
3789570,1,3749720,22/08/2015,9774.0979066,0,
3789735,1,3346101,02/08/2012,8285.1940512,0,02/08/2015
3790507,1,3838538,01/04/2016,1252.19,0,
3790763,1,3798801,30/09/2015,235.4906102,0,
3791390,1,3783737,04/10/2015,50.8276098,0,
3791694,1,3807622,08/12/2015,1736.64102,0,
3792785,1,3527796,19/11/2013,1954.85628,0,
3792918,1,3768942,29/11/2015,3536.3544302,0,
3793812,1,3458852,23/08/2013,2809.1520062,0,
3794121,1,3616075,12/10/2014,805.47564,0,
3794125,1,3567967,10/08/2014,3962.39186,0,
3794625,1,3912036,23/06/2016,1311.15,1155.2885,
3795911,1,3491044,10/07/2013,48.88758,0,
3796186,1,3322430,08/07/2012,2508.710316,0,13/07/2015
3797943,1,3628317,11/07/2014,940.2200556,0,
3798223,1,3451808,24/05/2013,2155.5842,0,
3798281,1,3207556,18/02/2012,2426.1677622,0,15/02/2015
3799633,1,3403017,21/06/2013,1290.08292,0,
3799997,1,3363185,25/10/2012,9520.4923,0,10/11/2015
3800240,1,3739238,17/07/2015,455.8958806,0,
3800799,1,3339909,22/01/2013,14740.321543,0,
3800839,1,3344724,24/12/2012,1207.3357494,0,29/12/2015
3801700,1,3425005,23/12/2012,6345.7417386,0,28/12/2015
3801797,1,3821446,28/06/2016,1200.6372,0,
3802643,1,3865209,03/09/2016,8298.2307,0,
3803347,1,3262471,02/06/2012,8068.1265756,0,17/05/2015
3804921,1,3479349,02/08/2013,48.88758,0,
3805196,1,3422593,24/02/2013,344.803984,0,
3805452,1,3353489,28/11/2012,469.3892742,0,22/11/2015
3806038,1,3427845,23/02/2013,3734.6424984,0,
3806317,1,3532627,19/06/2014,783.52656,0,
3806525,1,3870581,17/04/2016,930.3924,0,
3806768,1,3301478,17/06/2012,517.6755441,0,07/06/2015
3807090,1,3368511,02/12/2012,492.0489684,0,06/12/2015
3807331,1,3358258,05/10/2012,949.2292898,0,17/10/2015
3807396,1,3802496,25/02/2016,2109.11,0,
3807980,1,3362004,01/02/2013,1417.6866132,0,
3808641,1,3243315,20/01/2012,2255.098131,0,28/01/2015
3809999,20,3489806,17/01/2014,3166.35912,0,
3810126,1,3586856,23/10/2014,7847.7,0,
3810710,1,3901168,25/11/2016,997.3362,1451.6831,
3810895,1,3790148,15/03/2016,1669.1697,0,
3811283,1,3646114,30/09/2014,3092.6145864,0,
3811383,1,3319337,20/11/2012,2077.8662268,0,30/11/2015
3811627,1,3520657,09/09/2013,736.4557312,0,
3811652,1,3851755,21/07/2016,1369.19,0,
3812293,1,3686837,25/03/2015,8175.667907,0,
3812698,1,3533214,10/02/2014,2819.2858254,0,
3812765,1,3609866,26/11/2014,1172.96956,0,
3812824,1,3747970,31/07/2015,1820.7565,0,
3812850,1,3610750,30/10/2014,7664.8897677,0,
3813087,88,3734297,12/08/2015,4359.7456,0,
3813774,1,3394132,06/11/2012,1717.84392,0,31/10/2015
3813907,1,3372276,20/01/2013,3250.5535788,0,
3814639,1,3239145,25/01/2012,15420.83127,0,03/02/2015
3814839,92,3886655,06/07/2016,2992.2361,0,
3815081,10,3396833,24/11/2012,7701.43,0,03/12/2015
3815743,1,3943661,04/09/2016,3891.9037,0,
3815779,1,3433114,15/07/2013,1357.1201358,0,
3815877,1,3237993,24/03/2012,2567.0073156,0,26/03/2015
3816030,1,3309073,23/07/2012,506.61936,0,20/07/2015
3816147,1,3405539,08/12/2012,11.2663,0,12/12/2015
3816414,1,3611189,16/07/2014,2171.0105944,0,
3817069,1,3982142,01/12/2016,0,2455,
3817576,74,3719693,14/03/2015,350.01982,0,
3818181,1,3551650,10/08/2014,1289.762467,0,
3818606,1,3937715,21/11/2016,2748.2504,0,
3818876,1,3477771,01/07/2013,277.692228,0,
3820178,1,3346811,09/08/2012,4931.2692,0,12/08/2015
3820354,1,3213397,05/03/2012,61.7627322,0,23/02/2015
3821296,1,3614737,23/07/2014,3300.7449329,0,
3821727,1,3449837,19/10/2013,6658.7092936,0,
3821894,1,3626988,28/08/2014,5938.0235625,0,
3822835,1,3819633,30/01/2016,358.4295,0,
3822954,1,3793578,25/01/2016,324.6111,0,
3824352,1,3871562,24/05/2016,5172.32,0,
3824508,1,3761015,07/02/2016,1986.367,0,
3825101,1,3831859,16/02/2016,2723.42,0,
3825872,1,3275514,30/06/2012,93.74344,0,18/06/2015
3825973,1,3293929,13/05/2012,543.4814616,0,23/05/2015
3826475,1,3236569,14/02/2012,14250.340096,0,26/02/2015
3826987,1,3588360,29/07/2014,3581.4287223,0,
3827981,1,3626332,30/09/2014,4734.4465476,387.7491,
3828044,1,3871655,20/03/2016,2348.0016,0,
3828272,1,3499897,27/11/2013,542.9526536,0,
3828729,1,3419716,29/03/2013,1677.7284832,0,
3829484,1,3295539,22/06/2012,7008.745887,0,06/07/2015
3829749,1,3324056,20/08/2012,2595.6070569,0,22/08/2015
3831230,1,3406301,18/03/2012,1003.5650274,0,16/03/2015
3831700,1,3324117,08/05/2012,239.300512,0,04/05/2015
3832149,1,3338388,06/09/2012,10450.1124,0,17/09/2015
3832160,1,3524435,10/12/2013,374.4719154,0,
3832511,1,3341658,09/04/2012,8.0918776,0,14/04/2015
3834946,1,3855346,12/07/2016,1386.1038,0,
3836160,1,3714752,20/04/2015,3303.2611668,0,
3836251,1,3947815,04/12/2016,0,2877.6818,
3837039,1,3709513,20/09/2015,-215.244162,2038.113,
3837732,17,3487929,17/03/2013,7034.52464,0,
3838053,1,3355360,01/02/2013,2228.1091668,0,
3838793,1,3254771,14/04/2012,8520.0123294,0,26/03/2015
3839295,1,3467148,13/07/2013,2158.4006434,0,
3839594,1,3879036,06/09/2016,860.1166,0,
3839641,1,3914054,13/09/2016,2700.45,54.9945,
3839847,1,3790923,15/01/2016,1538.76,0,
3839987,1,3930660,28/09/2016,5102.99,0,
3840043,15,3661333,21/11/2014,1173.6213635,0,
3841403,1,3870616,17/08/2016,1023.231,0,
3841785,1,3458422,24/03/2013,1287.839421,0,
3841943,1,3443436,05/03/2013,675.55708,0,
