Year,NrPolicy,NrObject,Dt_Exp_Start,Dt_Exp_End,Time_on_book,Customer_Type,D_age,D_age_banded,BonusMalus,D_ZIP,Nr_payments,VEH_type,Veh_type1,Veh_type2,VEH_brand,Construct_year,Capacity,Nr_of_seats,Premium_earned,Sum_insured
2013,4185360,1,11/11/2013,31/12/2013,1,C,44,40 <=  x < 45,15,2825,1,1,private car,CAR,047,2013,2685,5,106.79645918,8675.295082
2014,4185383,1,01/01/2014,31/12/2014,2,C,55,55 <=  x < 60,12,8000,1,1,private car,CAR,024,2011,1753,2,332.44122247,11905.764411
2013,4185404,1,31/10/2013,31/12/2013,1,C,54,50 <=  x < 55,16,4910,1,6,commercial car <3500 kg,PICKUP,047,2010,2148,3,43.774208219,2162.3872131
2013,4185454,1,17/11/2013,31/12/2013,1,C,34,30 <=  x < 35,8,3560,1,1,private car,CAR,049,2013,1870,2,33.215991781,1782.7868852
2014,4185494,1,01/01/2014,31/12/2014,2,S,45,45 <=  x < 50,10,3008,1,51,driving school car,CAR,079,2011,1364,5,224.7197189,10761.205479
2013,4185495,1,26/12/2013,31/12/2013,1,C,44,40 <=  x < 45,14,9545,1,5,commercial car <3100 kg,PICKUP,047,2010,2686,3,3.163660274,160.6557377
2013,4185550,1,01/12/2013,31/12/2013,1,S,44,40 <=  x < 45,10,3008,1,51,driving school car,CAR,079,2011,1364,5,19.814911233,1016.3934426
2014,4185747,1,01/01/2014,14/01/2014,1,S,43,40 <=  x < 45,13,9580,1,1,private car,CAR,065,2010,1950,5,0,22179.749096
2013,4185764,1,17/11/2013,31/12/2013,1,C,30,30 <=  x < 35,8,7090,2,5,commercial car <3100 kg,PICKUP,056,2013,1870,2,39.525414365,2173.1557377
2013,4185809,1,11/11/2013,31/12/2013,1,C,44,40 <=  x < 45,15,1050,1,1,private car,CAR,064,2013,1461,2,17.874102675,1055.5327869
2014,4185853,1,01/01/2014,03/11/2014,2,S,42,40 <=  x < 45,13,9700,1,1,private car,CAR,047,2013,2685,5,695.69160658,50164.170082
2014,4185959,1,01/01/2014,24/11/2014,2,C,45,45 <=  x < 50,3,4480,1,1,private car,CAR,003,2010,1390,4,189.0999,12544
2014,4185985,1,01/01/2014,31/12/2014,2,C,45,45 <=  x < 50,17,8601,1,1,private car,CAR,064,2013,1870,2,154.36851068000001,10461.917808
