Year,NrPolicy,NrObject,Dt_Exp_Start,Dt_Exp_End,Time_on_book,Customer_Type,D_age,D_age_banded,BonusMalus,D_ZIP,Nr_payments,VEH_type,Veh_type1,Veh_type2,VEH_brand,Construct_year,Capacity,Nr_of_seats,Premium_earned,Sum_insured
2012,2806529,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,14,4905,1,5,commercial car <3100 kg,PICKUP,083,2007,1896,2,181.27124218,1790.4800548
2012,2808727,1,01/01/2012,31/12/2012,6,C,33,30 <=  x < 35,18,3560,1,1,private car,CAR,049,2007,2835,5,334.09244953,5170.5288197
2015,2809575,1,01/01/2015,31/12/2015,9,S,52,50 <=  x < 55,14,2510,1,1,private car,CAR,023,2007,1581,5,135.2222589,1442.2264384
2012,2809732,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,20,7960,1,1,private car,CAR,084,2011,2401,5,650.2189326,7146.3097923
2015,2809970,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,12,5050,1,1,private car,CAR,053,2007,2203,8,147.69805479,1587.8876712000001
2012,2811375,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,12,5050,1,1,private car,CAR,053,2007,2203,8,287.34009389,2842.5807123
2012,2812034,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,12,1500,1,1,private car,CAR,023,2010,1242,5,148.08804915,177.60014137
2014,2812492,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,17,7875,1,57,truck over 20 tn,TRUCK,098,2011,11967,3,996.51392877,41319.269536
2015,2812657,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,12,2766,1,1,private car,CAR,015,2015,1398,2,40.629982403,3562.890411
2012,2813226,1,01/01/2012,31/12/2012,6,S,43,40 <=  x < 45,10,5200,1,1,private car,CAR,083,2007,1896,5,297.22577782,4662.9596712
2014,2813298,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,14,8000,1,5,commercial car <3100 kg,PICKUP,053,2014,2488,5,189.72212366,12410.021918
2013,2814017,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,7,9600,1,5,commercial car <3100 kg,PICKUP,024,2007,2496,3,168.18346477,1961.312377
2012,2814294,1,01/01/2012,31/12/2012,6,C,53,50 <=  x < 55,9,7960,1,1,private car,CAR,049,2007,2477,9,222.79075545,3632.8599452
2013,2814889,1,01/01/2013,31/12/2013,7,S,57,55 <=  x < 60,9,2975,1,1,private car,CAR,056,2007,1488,5,174.33850079,1997.8015721
2013,2815527,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,8,3100,1,1,private car,CAR,023,2013,1910,5,29.910284609,1635.2065574
2014,2815699,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,11,3140,1,51,driving school car,CAR,003,2012,1422,5,289.06635781,7740.0410959
2015,2815905,1,01/01/2015,31/12/2015,10,C,40,40 <=  x < 45,8,4920,1,1,private car,CAR,023,2010,1910,2,11.524407123,5077.3972603
2012,2815911,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,17,2510,1,1,private car,CAR,008,2012,1995,5,526.557242,4455.2115616
2012,2815967,1,01/01/2012,31/12/2012,6,C,41,40 <=  x < 45,17,5400,1,6,commercial car <3500 kg,PICKUP,049,2008,2835,3,52.980122659,3986.1205123
2015,2815993,1,01/01/2015,31/03/2015,9,C,42,40 <=  x < 45,13,1990,1,1,private car,CAR,083,2008,1896,5,72.897534247,3286.3561644
2012,2816242,1,01/01/2012,31/12/2012,7,C,43,40 <=  x < 45,11,2686,1,6,commercial car <3500 kg,PICKUP,049,2010,2977,3,391.14289101,19096.869933
2012,2816512,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,13,3140,1,5,commercial car <3100 kg,PICKUP,053,2001,2494,3,85.22989957,1029.2094247
2012,2816694,1,01/01/2012,31/12/2012,6,C,53,50 <=  x < 55,8,4470,1,1,private car,CAR,091,2009,1896,2,408.30255507,1269.9994789
2012,2816730,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,7,9600,1,5,commercial car <3100 kg,PICKUP,024,2007,2496,3,256.37709634,2624.9315068
2014,2816964,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,14,4920,1,1,private car,CAR,056,2011,973,5,186.84288986,2016.5561644
2013,2817007,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,17,3560,1,1,private car,CAR,047,2002,2498,5,539.80862942,11448.62776
2012,2817126,1,01/01/2012,31/12/2012,6,S,33,30 <=  x < 35,8,2430,1,1,private car,CAR,008,2010,1951,5,776.88614822,7360.1753425
2014,2817330,1,01/01/2014,31/12/2014,8,S,48,45 <=  x < 50,8,2815,1,1,private car,CAR,102,2012,2497,9,446.11726027,5675.4246575
2014,2817502,1,01/01/2014,29/03/2014,8,C,45,45 <=  x < 50,12,2425,1,1,private car,CAR,047,2011,2685,5,1077.8728159,14162.213699
2013,2817589,1,01/01/2013,31/12/2013,7,C,54,50 <=  x < 55,9,7960,1,1,private car,CAR,049,2007,2477,9,175.10390549,3039.3387978
2015,2817595,1,01/01/2015,31/12/2015,9,C,52,50 <=  x < 55,13,6300,1,1,private car,CAR,083,2009,1896,5,445.26786575,1832.7764384
2012,2817644,1,01/01/2012,31/12/2012,6,S,36,35 <=  x < 40,17,3140,1,1,private car,CAR,047,2007,2295,2,151.7670386,14502.61079
2012,2817805,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,14,8550,1,51,driving school car,CAR,091,2011,1422,5,216.72588103,4855.7465753
2013,2817859,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,5,2490,1,1,private car,CAR,057,2007,1905,2,0,1783.8570492
2012,2817951,1,01/01/2012,05/07/2012,6,C,60,60 <=  x < 65,4,3200,1,5,commercial car <3100 kg,PICKUP,024,2008,2496,3,164.23323243,4557.8814016
2012,2817958,1,01/01/2012,31/12/2012,6,S,43,40 <=  x < 45,12,2120,1,1,private car,CAR,102,2007,1341,5,2.7478384742,871.13466
2012,2818294,1,01/01/2012,31/12/2012,6,C,44,40 <=  x < 45,12,7665,1,6,commercial car <3500 kg,PICKUP,049,2007,3908,3,0,5666.556769
2012,2818451,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,8,3100,1,1,private car,CAR,023,2012,1108,5,0,1568.8860274
2012,2818466,1,01/01/2012,10/02/2012,5,C,92,90 <=  x < 95,14,5340,1,6,commercial car <3500 kg,PICKUP,015,2007,2446,3,20.907835616,3530.8309315
2013,2818633,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,12,1500,1,1,private car,CAR,023,2013,1242,5,129.43978029,2533.0023224
2012,2819332,1,01/01/2012,31/12/2012,6,C,53,50 <=  x < 55,15,3050,1,8,truck up to 10 tn,TRUCK,049,2008,3908,3,355.14302383,1325.8450685
2015,2819410,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,18,7920,1,1,private car,CAR,008,2013,2993,5,1480.0166926,17353.398082
2012,2819771,1,01/01/2012,31/12/2012,6,S,103,100 <=  x < 105,2,1600,1,1,private car,CAR,064,2007,1400,3,168.39704637,3694.220274
2012,2819812,1,01/01/2012,31/12/2012,6,C,49,45 <=  x < 50,13,6300,1,1,private car,CAR,083,2009,1896,5,208.0786726,597.87383562
2013,2819994,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,17,7875,1,57,truck over 20 tn,TRUCK,098,2011,11967,3,1362.3190983,41595.114748
2012,2819998,1,01/01/2012,31/12/2012,6,S,43,40 <=  x < 45,9,2695,1,51,driving school car,CAR,008,2008,2996,5,593.3336755,12302.773397
2012,2820011,1,01/01/2012,31/12/2012,6,C,46,45 <=  x < 50,12,2440,1,8,truck up to 10 tn,TRUCK,049,2007,2501,3,64.582796841,4178.4240132
2013,2820553,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,16,3520,1,1,private car,CAR,083,2007,1900,9,186.65448106,2518.0081967
2012,2820590,1,01/01/2012,13/04/2012,6,C,46,45 <=  x < 50,2,2925,1,1,private car,CAR,064,2007,1870,2,52.492273973,1683.0363288
2013,2820735,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,3,4480,1,1,private car,CAR,083,2008,1595,5,452.1238313,1270.8085246
2015,2821021,1,01/01/2015,02/04/2015,9,C,46,45 <=  x < 50,6,2510,1,1,private car,CAR,083,2006,1108,5,33.484294795,1062.1589041
2015,2821047,1,01/01/2015,15/04/2015,9,S,55,55 <=  x < 60,14,7875,1,1,private car,CAR,047,2010,2148,5,160.64404521,9588.0821918
2015,2821107,1,01/01/2015,03/01/2015,8,C,46,45 <=  x < 50,11,2510,1,5,commercial car <3100 kg,PICKUP,083,2007,2370,3,0.7673449315,1724.6505205
2014,2821786,1,01/01/2014,20/04/2014,8,C,57,55 <=  x < 60,3,3070,2,1,private car,CAR,024,2002,1750,2,191.91186813,5013.8616148
2013,2821831,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,11,5050,1,1,private car,CAR,083,2011,1896,5,629.11873339,10762.295082
2015,2821852,1,01/01/2015,09/05/2015,9,C,46,45 <=  x < 50,11,5050,1,1,private car,CAR,083,2011,1896,5,232.22482057,10390.684932
2014,2822028,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,6,2686,1,1,private car,CAR,056,2007,1998,5,203.77411397,2077.9767671
2013,2822081,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,11,2870,1,1,private car,CAR,064,2013,1461,5,407.0413474,2870.1754199
2015,2822530,1,01/01/2015,23/04/2015,9,C,49,45 <=  x < 50,10,2120,1,5,commercial car <3100 kg,PICKUP,079,2007,2446,4,83.131616438,495.86849315
2013,2822538,1,01/01/2013,31/12/2013,7,C,54,50 <=  x < 55,15,3050,1,8,truck up to 10 tn,TRUCK,049,2008,3908,3,335.2869941,2593.0686984
2012,2822912,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,6,5350,1,5,commercial car <3100 kg,PICKUP,079,2009,2446,5,0.0028899597,5829.2049863
2012,2823035,1,01/01/2012,31/12/2012,6,C,29,25 <=  x < 30,9,6360,1,1,private car,CAR,001,2008,1910,5,346.80244378,6637.5096986
2013,2823069,1,01/01/2013,20/01/2013,6,S,41,40 <=  x < 45,4,4505,1,5,commercial car <3100 kg,PICKUP,024,2009,2402,6,524.64839609,1140.8132131
2013,2823258,1,01/01/2013,31/12/2013,7,C,58,55 <=  x < 60,8,5450,1,1,private car,CAR,046,2012,1998,5,510.00112852,3449.47
2012,2823315,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,18,7920,1,1,private car,CAR,047,2000,2960,4,1144.3192229000001,11987.548435
2013,2823579,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,7,7170,1,1,private car,CAR,024,2007,1753,5,519.92191063,5428.9774918
2012,2823976,1,01/01/2012,31/12/2012,7,C,43,40 <=  x < 45,7,2610,1,1,private car,CAR,064,2008,1900,2,4.3035134182,5831.4916507
2014,2824041,1,01/01/2014,31/12/2014,8,S,56,55 <=  x < 60,13,2610,2,1,private car,CAR,047,2013,3221,5,1044.9095956,19463.281355
2012,2824052,1,01/01/2012,31/12/2012,6,C,38,35 <=  x < 40,14,4480,1,1,private car,CAR,056,2005,1686,2,116.14850575,811.74279452
2015,2824092,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,10,9060,1,1,private car,CAR,084,2007,2461,5,358.42166137,6223.5369863
2014,2824103,1,01/01/2014,31/12/2014,8,S,39,35 <=  x < 40,14,9580,1,1,private car,CAR,049,2011,1299,5,38.486317808,3286.3561644
2015,2824328,1,01/01/2015,31/12/2015,9,C,56,55 <=  x < 60,15,3050,1,8,truck up to 10 tn,TRUCK,049,2008,3908,3,228.57613699,2568.5406849
2013,2824364,1,01/01/2013,31/12/2013,7,S,53,50 <=  x < 55,14,7875,1,1,private car,CAR,047,2010,2148,5,622.57331796,12087.544918
2012,2824587,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,12,6100,1,51,driving school car,CAR,075,2007,1988,5,161.07412371,10230
2014,2824597,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,11,2510,1,5,commercial car <3100 kg,PICKUP,083,2007,2370,3,145.02695123,1889.8481096
2013,2824604,1,01/01/2013,31/12/2013,7,C,54,50 <=  x < 55,19,7170,1,1,private car,CAR,023,2007,1698,2,75.352731998,1253.1147541
2015,2824679,1,01/01/2015,16/01/2015,9,S,63,60 <=  x < 65,14,3870,1,1,private car,CAR,056,2007,1696,2,4.1416679452,206.39210959
2013,2825400,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,8,3430,2,1,private car,CAR,049,2012,1870,2,269.47834099,6626.1718033
2015,2825900,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,2,3430,1,6,commercial car <3500 kg,PICKUP,049,2005,3298,3,215.45669589,2610.7808219
2012,2826088,1,01/01/2012,31/12/2012,6,C,41,40 <=  x < 45,15,6360,1,5,commercial car <3100 kg,PICKUP,064,2009,2799,3,282.50718978,5560.9520548
2014,2826305,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,12,1500,1,1,private car,CAR,023,2013,1248,5,158.52626653,2743.6599616
2014,2826350,1,01/01/2014,29/04/2014,8,C,45,45 <=  x < 50,13,2510,1,1,private car,CAR,079,2011,1364,2,132.43076384,7278.1762192
2013,2826443,1,01/01/2013,31/12/2013,7,S,43,40 <=  x < 45,14,9580,1,1,private car,CAR,039,2009,2495,7,0,5249.2802459
2013,2826538,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,11,2510,1,5,commercial car <3100 kg,PICKUP,083,2007,2370,3,174.30523184,2577.1647541
2012,2826710,1,01/01/2012,31/12/2012,6,S,54,50 <=  x < 55,13,2610,2,1,private car,CAR,047,2009,3222,5,1251.1075338,12320.991415
2012,2826733,1,01/01/2012,31/12/2012,6,S,103,100 <=  x < 105,14,7700,2,5,commercial car <3100 kg,PICKUP,083,2007,2370,3,0.9203576711,6026.5730959
2013,2826825,1,01/01/2013,31/12/2013,7,C,39,35 <=  x < 40,17,3081,1,6,commercial car <3500 kg,PICKUP,079,2007,4104,3,0,4114.6202186
2012,2826956,1,01/01/2012,31/12/2012,6,C,34,30 <=  x < 35,13,4594,1,6,commercial car <3500 kg,PICKUP,049,2010,2835,3,285.7056607,6186.7616438
2014,2827063,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,11,5400,1,1,private car,CAR,008,2009,4667,5,0,6274.1747945
2012,2827212,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,10,2300,1,1,private car,CAR,079,2007,4164,7,741.03749412,15904.830795
2013,2827220,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,8,4594,1,51,driving school car,CAR,056,2011,1686,5,294.00713661,8172.5888525
2012,2827255,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,10,2870,1,1,private car,CAR,064,2012,1461,5,460.74519329,2610.3934247
2013,2827509,1,01/01/2013,31/12/2013,7,S,54,50 <=  x < 55,17,9501,1,1,private car,CAR,083,2007,1896,5,331.90378217,6447.1639344
2012,2827714,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,14,8501,1,1,private car,CAR,053,2007,2664,7,425.76704929,10534.447548
2015,2827768,1,01/01/2015,31/12/2015,9,C,56,55 <=  x < 60,13,2686,1,5,commercial car <3100 kg,PICKUP,056,2006,2499,5,130.27121123,1395.4606027
2012,2827937,1,01/01/2012,31/12/2012,6,S,37,35 <=  x < 40,14,9580,1,1,private car,CAR,049,2011,1299,5,154.94243398,4253.1238356
2014,2828059,1,01/01/2014,03/04/2014,8,C,105,105 <=  x < 110,8,4435,1,6,commercial car <3500 kg,PICKUP,024,2003,2496,3,14.403126575,605.01978082
2012,2828131,1,01/01/2012,31/12/2012,6,C,59,55 <=  x < 60,17,3550,1,1,private car,CAR,083,2007,1390,5,192.97967458,2600.2849315
2013,2828165,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,10,2870,1,1,private car,CAR,064,2013,1461,5,426.475579,3160.9298361
2013,2828452,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,11,5340,1,1,private car,CAR,083,2007,1896,5,271.47105944,2650.5601093
2013,2828952,1,01/01/2013,31/12/2013,7,S,55,55 <=  x < 60,13,2610,2,1,private car,CAR,047,2009,3222,5,1073.95394,11716.099344
2014,2828968,1,01/01/2014,31/12/2014,8,S,53,50 <=  x < 55,12,2765,2,1,private car,CAR,064,2009,1390,5,181.50055165,3320.8668493
2012,2829121,1,01/01/2012,31/12/2012,6,C,63,60 <=  x < 65,11,4702,1,1,private car,CAR,024,2007,1753,2,114.88746371,2060.977589
2013,2829655,1,01/01/2013,31/12/2013,7,C,54,50 <=  x < 55,14,7160,2,1,private car,CAR,008,2010,1895,5,602.31871228,11845.982951
2013,2829741,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,8,1500,1,1,private car,CAR,023,2009,1868,3,156.68162812,1977.8228415
2012,2830006,1,01/01/2012,31/12/2012,6,S,37,35 <=  x < 40,14,2800,1,1,private car,CAR,008,1998,1999,5,0,0
2013,2830134,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,1,1500,1,1,private car,CAR,023,2009,1910,2,363.36731043,2139.9321311
2013,2830266,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,12,2305,1,6,commercial car <3500 kg,PICKUP,079,2006,4104,3,179.92,10260
2012,2830570,1,01/01/2012,24/06/2012,6,C,43,40 <=  x < 45,2,3350,1,1,private car,CAR,024,2007,1753,5,137.23,7884.1
2015,2830994,1,01/01/2015,31/12/2015,9,S,42,40 <=  x < 45,8,4660,2,1,private car,CAR,057,2013,1997,5,774.54413846,11064.657534
2015,2831226,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,7,7595,1,51,driving school car,CAR,057,2013,1400,5,305.42801233,4409.4180822
2012,2831293,1,01/01/2012,25/03/2012,5,C,54,50 <=  x < 55,4,4350,2,1,private car,CAR,047,2007,1799,5,267.09857308,12526.428976
2012,2831389,1,01/01/2012,31/12/2012,6,C,53,50 <=  x < 55,14,7160,2,1,private car,CAR,008,2010,1895,5,534.98989086,12774.388603
2012,2831532,1,01/01/2012,31/12/2012,6,C,67,65 <=  x < 70,6,4625,1,1,private car,CAR,015,2010,1997,3,286.05475604,3021.6781258
2012,2831966,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,8,1500,1,1,private car,CAR,023,2009,1868,3,172.8283104,2104.2345205
2012,2831976,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,7,7040,1,1,private car,CAR,056,2011,1686,2,111.07284873,2008.8576986
2012,2832082,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,11,4660,1,1,private car,CAR,003,2010,1781,5,607.8325605,9063.9780822
2013,2832190,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,6,7370,1,1,private car,CAR,049,2004,2477,5,0,2442.2131148
2012,2832192,1,01/01/2012,31/12/2012,6,C,54,50 <=  x < 55,20,4920,2,1,private car,CAR,039,2007,1994,5,254.19569903,8346.1867397
2013,2832281,1,01/01/2013,31/12/2013,7,S,40,40 <=  x < 45,8,4660,2,1,private car,CAR,057,2013,1997,5,874.27693046,10764.877115
2013,2832296,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,20,7370,1,1,private car,CAR,064,2009,1870,2,0,4377.4010656
2014,2832315,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,11,4660,1,1,private car,CAR,003,2010,1781,5,572.17922301,8121.7946301
2013,2832339,1,01/01/2013,31/12/2013,7,C,55,55 <=  x < 60,20,4920,2,1,private car,CAR,039,2007,1994,5,234.86613774,7973.2652459
2012,2832483,1,01/01/2012,31/12/2012,6,C,49,45 <=  x < 50,1,8501,1,5,commercial car <3100 kg,PICKUP,057,2012,1997,2,301.65058919,2200.9041096
2013,2832724,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,17,7300,1,1,private car,CAR,024,2010,1753,2,304.13029059,5231.1641967
2012,2832733,1,01/01/2012,31/12/2012,6,C,48,45 <=  x < 50,14,7370,1,1,private car,CAR,065,2009,2497,5,411.83591137,10720.229622
2013,2833204,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,6,7300,2,1,private car,CAR,102,2008,2476,5,808.11953773,8948.1182907
2012,2833219,1,01/01/2012,31/12/2012,6,C,55,55 <=  x < 60,9,4820,1,1,private car,CAR,091,2006,1896,5,32.552275862,8954.1231781
2012,2833508,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,8,4594,1,51,driving school car,CAR,056,2011,1686,5,304.58358657,8823.8835616
2012,2833550,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,6,7300,2,1,private car,CAR,102,2008,2476,5,829.73606763,8730.2889616
2013,2833587,1,01/01/2013,31/12/2013,7,C,54,50 <=  x < 55,9,2090,1,1,private car,CAR,049,2007,2477,5,264.77427665,3077.0557377
2012,2833804,1,01/01/2012,31/12/2012,6,C,39,35 <=  x < 40,12,6360,1,1,private car,CAR,008,2007,1951,5,210.99329299,10585.885562
2013,2833846,1,01/01/2013,31/12/2013,7,C,46,45 <=  x < 50,18,4535,1,1,private car,CAR,015,2007,1905,5,100.84678279,4465.3244809
2014,2834137,1,01/01/2014,31/12/2014,8,S,60,60 <=  x < 65,12,9950,1,1,private car,CAR,130,2007,2499,5,241.06863452,5608.6619178
2012,2834493,1,01/01/2012,31/12/2012,6,C,53,50 <=  x < 55,8,2300,1,5,commercial car <3100 kg,PICKUP,047,2007,2299,3,299.61825602,4658.218731
2014,2834795,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,6,7300,2,1,private car,CAR,102,2008,2476,5,2.8240781058,8906.6584356
2012,2834909,1,01/01/2012,24/06/2012,6,C,46,45 <=  x < 50,5,3060,1,1,private car,CAR,024,2007,1753,2,63.707747814,789.8599726
2012,2835077,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,7,4700,1,1,private car,CAR,057,2011,2000,5,442.00502825,5965.7270151
2014,2835188,1,01/01/2014,31/12/2014,8,C,41,40 <=  x < 45,9,1990,1,1,private car,CAR,003,2007,1896,5,426.81424493,4630.3657534
2012,2835309,1,01/01/2012,31/12/2012,6,S,61,60 <=  x < 65,14,7170,1,1,private car,CAR,047,2006,2155,5,200.94355554,10562.703288
2012,2835927,1,01/01/2012,20/04/2012,6,C,53,50 <=  x < 55,8,2230,1,91,articulated vehicle,TRUCK,151,2005,11705,2,0,14881.942825
2014,2836009,1,01/01/2014,31/12/2014,8,C,50,50 <=  x < 55,16,2460,1,5,commercial car <3100 kg,PICKUP,240,2009,2800,3,203.70742575,2484.9753425
2013,2836093,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,13,3150,1,51,driving school car,CAR,056,2011,1686,5,254.39773546,6021.1723497
2014,2836206,1,01/01/2014,31/12/2014,8,C,46,45 <=  x < 50,14,7885,1,5,commercial car <3100 kg,PICKUP,064,2012,2500,3,283.11364986,6120.5253699
2013,2836303,1,01/01/2013,31/12/2013,7,C,49,45 <=  x < 50,16,2460,1,5,commercial car <3100 kg,PICKUP,240,2009,2800,3,232.14557396,2990.2540984
2012,2836586,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,14,5400,1,5,commercial car <3100 kg,PICKUP,240,2007,2800,3,154.90774938,4007.8563288
2014,2836705,1,01/01/2014,31/12/2014,8,S,60,60 <=  x < 65,14,2640,1,1,private car,CAR,024,2014,1388,5,87.420305842,1271.9958904
2015,2836920,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,12,4460,1,51,driving school car,CAR,083,2014,2000,5,474.51168821,6419.7260274
2012,2837043,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,20,7920,1,1,private car,CAR,099,1997,1991,2,1174.2853093,19686.8015
2013,2837297,1,01/01/2013,31/12/2013,7,C,67,65 <=  x < 70,11,1990,1,1,private car,CAR,015,2011,1900,5,658.19995575,10586.037541
2014,2837300,1,01/01/2014,26/05/2014,8,C,50,50 <=  x < 55,14,7370,1,1,private car,CAR,065,2009,2497,5,0,8994.4594849
2014,2837415,1,01/01/2014,31/12/2014,8,C,45,45 <=  x < 50,15,2690,1,1,private car,CAR,047,2008,2151,5,383.31470192,9145.3092603
2014,2837608,1,01/01/2014,31/12/2014,8,C,56,55 <=  x < 60,20,4920,2,1,private car,CAR,039,2007,1994,5,207.74153846,6107.6219178
2013,2837671,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,11,5155,1,6,commercial car <3500 kg,PICKUP,079,2007,2800,3,208.42007763,4281.1038251
2015,2837809,1,01/01/2015,31/12/2015,9,C,46,45 <=  x < 50,14,3750,1,1,private car,CAR,084,2007,1948,5,433.88912,13501.46184
2015,2837951,1,01/01/2015,31/12/2015,9,C,56,55 <=  x < 60,9,2090,1,1,private car,CAR,049,2007,2477,5,173.08747945,2259.2369589
2012,2837956,1,01/01/2012,21/06/2012,6,S,32,30 <=  x < 35,11,7860,1,1,private car,CAR,130,2007,2495,5,191.86030448,7853.0958904
2013,2838076,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,5,1400,1,56,truck 10 to 20 tn,TRUCK,047,2002,12673,2,904.53412393,13564.243677
2015,2838229,1,01/01/2015,31/12/2015,9,S,53,50 <=  x < 55,1,8400,1,1,private car,CAR,079,2010,1995,5,143.62027562,3829.1768219
2014,2838346,1,01/01/2014,19/09/2014,8,C,45,45 <=  x < 50,14,2140,1,56,truck 10 to 20 tn,TRUCK,151,2007,8974,2,601.50346027,3379.3919945
2013,2838543,1,01/01/2013,31/12/2013,7,C,48,45 <=  x < 50,0,3810,1,1,private car,CAR,049,2007,2477,5,800.85908672,8324.5676639
2013,2838566,1,01/01/2013,31/12/2013,7,S,39,35 <=  x < 40,9,2630,1,1,private car,CAR,064,2007,1870,2,77.681639344,2280.0213934
2012,2838807,1,01/01/2012,31/12/2012,6,C,41,40 <=  x < 45,19,1990,1,1,private car,CAR,056,2007,1389,5,218.77223014,4433.2635616
2012,2838818,1,01/01/2012,08/04/2012,6,C,46,45 <=  x < 50,11,2440,2,1,private car,CAR,064,2007,1380,5,58.800646154,2287.0246575
2015,2839222,1,01/01/2015,31/12/2015,9,C,47,45 <=  x < 50,14,7885,1,5,commercial car <3100 kg,PICKUP,064,2012,2500,3,275.40919397,5325.6575342
2015,2839455,1,01/01/2015,31/12/2015,9,C,52,50 <=  x < 55,2,4430,1,1,private car,CAR,008,2009,2926,5,1430.8145913,18247.560875
2012,2839463,1,01/01/2012,19/11/2012,6,C,43,40 <=  x < 45,8,1400,1,1,private car,CAR,056,2009,1686,2,137.39293776,3602.064
2012,2839476,1,01/01/2012,31/12/2012,6,C,43,40 <=  x < 45,11,4435,1,51,driving school car,CAR,056,2011,1686,5,217.60692315,9600.6384658
2012,2839549,1,01/01/2012,31/12/2012,6,C,103,100 <=  x < 105,5,7800,2,1,private car,CAR,049,2007,2477,6,372.56699477,4385.0544658
2015,2839585,1,01/01/2015,31/03/2015,8,C,46,45 <=  x < 50,6,3730,2,91,articulated vehicle,TRUCK,151,2004,11020,2,69.512637363,3417.5342466
2013,2840115,1,01/01/2013,31/12/2013,7,C,44,40 <=  x < 45,11,9999,1,1,private car,CAR,064,2009,1870,5,268.46448072,6925.2537705
2012,2840278,1,01/01/2012,31/12/2012,6,C,49,45 <=  x < 50,7,4430,1,1,private car,CAR,015,2007,1769,2,0,2839.4794521
2012,2840582,1,01/01/2012,24/10/2012,6,S,34,30 <=  x < 35,6,3560,2,1,private car,CAR,049,2007,2477,4,231.04772986,5458.217451
